"year","area","geographic_level","22  all ","25  economically active ","Employment","31  employees ","34  self employed ","37  unemployed ","40  inactive ","empRate","Year"
"2018","West of England","LEP",730300,595600,575900,493300,81300,19800,134600,0.788580035601807,18
"2018","Worcestershire","LEP",348400,282400,272700,231700,41000,9700,66000,0.782721010332951,18
"2018","Buckinghamshire","LEP",320600,264300,259500,211000,47300,4800,56300,0.809419837804117,18
"2018","Coast to Capital","LEP",941500,750600,726500,598000,127100,24100,190900,0.771640998406798,18
"2018","Derby, Derbyshire, Nottingham and Nottinghamshire","LEP",1367900,1053100,1013700,882600,125900,39400,314800,0.741062943197602,18
"2018","Enterprise M3","LEP",928600,771000,753500,637800,113100,17500,157600,0.811436571182425,18
"2018","Hertfordshire","LEP",738300,604100,585500,491400,92000,18600,134200,0.793038060409048,18
"2018","London","LEP",5981400,4680000,4437200,3619800,798400,242800,1301400,0.741833015681947,18
"2018","New Anglia","LEP",962900,771200,738100,623300,110600,33100,191700,0.766538581368782,18
"2018","Oxfordshire","LEP",424900,357400,346800,303700,42300,10700,67500,0.816192045187103,18
"2018","Sheffield City Region","LEP",878900,674800,634500,562100,69500,40300,204200,0.72192513368984,18
"2018","Solent","LEP",770000,617400,587600,512300,74000,29800,152600,0.763116883116883,18
"2018","South East","LEP",2533500,2033600,1946200,1623300,314500,87400,5e+05,0.768186303532662,18
"2018","South East Midlands","LEP",1045600,847800,813300,700800,109400,34500,197800,0.77783091048202,18
"2018","York and North Yorkshire","LEP",489200,391300,377500,316500,59700,13800,97900,0.771668029435814,18
"2018","Greater Cambridge and Greater Peterborough","LEP",525400,425900,413800,361500,52400,12100,99500,0.787590407308717,18
"2018","Greater Lincolnshire","LEP",663400,518700,497100,429800,65200,21600,144800,0.749321676213446,18
"2018","Hull and East Yorkshire","LEP",363300,279300,265200,229300,35500,14000,84000,0.729975227085054,18
"2018","Leeds City Region","LEP",1449900,1112000,1064000,926800,132200,48000,338000,0.733843713359542,18
"2019","England","COUNTRY",34770500,27499500,26358700,22470700,3801300,1140800,7271000,0.758076530392143,19
"2019","Black Country","LEP",730200,541000,511200,453900,56900,29800,189200,0.700082169268693,19
"2019","Cheshire and Warrington","LEP",558900,450300,436700,378200,57200,13600,108600,0.781356235462516,19
"2019","Cornwall and Isles of Scilly","LEP",327200,261200,253400,196600,55500,7800,66000,0.774449877750611,19
"2019","Coventry and Warwickshire","LEP",584800,461300,443800,394500,48700,17500,123600,0.758891928864569,19
"2019","Cumbria","LEP",290400,236000,231400,193800,36900,4600,54400,0.796831955922865,19
"2019","Dorset","LEP",446000,359200,349900,291900,56800,9300,86700,0.784529147982063,19
"2019","Gloucestershire","LEP",378300,313700,306100,258400,47400,7600,64600,0.809146180280201,19
"2019","Greater Birmingham and Solihull","LEP",1262800,955900,893300,771500,119500,62600,306900,0.707396262274311,19
"2019","Greater Manchester","LEP",1782600,1354800,1289100,1118700,167000,65700,427800,0.723157186132615,19
"2019","Heart of the South West","LEP",1011300,833100,804800,671300,130100,28300,178200,0.795807376643924,19
"2019","Lancashire","LEP",896700,692900,660100,573100,85700,32800,203900,0.736143637782982,19
"2019","Leicester and Leicestershire","LEP",656400,518900,493200,437000,55300,25700,137500,0.751371115173675,19
"2019","Liverpool City Region","LEP",967300,730300,703700,626700,75400,26600,236900,0.727488886591543,19
"2019","North East","LEP",1229500,939200,888500,774000,112600,50600,290300,0.722651484343229,19
"2019","Stoke-on-Trent and Staffordshire","LEP",683800,548100,526800,463400,62200,21300,135700,0.770400701959637,19
"2019","Swindon and Wiltshire","LEP",429500,350800,340700,291200,48100,10100,78800,0.793247962747381,19
"2019","Tees Valley","LEP",409500,302900,281100,250300,30000,21800,106700,0.686446886446886,19
"2019","Thames Valley Berkshire","LEP",572100,472000,456000,393700,60500,16000,100100,0.797063450445726,19
"2019","The Marches","LEP",402000,332200,323500,265600,55500,8700,69900,0.804726368159204,19
"2019","West of England","LEP",735500,607000,583800,502200,79500,23200,128500,0.793745751189667,19
"2019","Worcestershire","LEP",350400,283400,274100,230000,43000,9300,67000,0.782248858447489,19
"2019","Buckinghamshire","LEP",323900,266700,260100,212400,46600,6600,57300,0.803025625192961,19
"2019","Coast to Capital","LEP",949900,781300,752200,618000,129600,29100,168600,0.791872828718812,19
"2019","Derby, Derbyshire, Nottingham and Nottinghamshire","LEP",1366000,1072700,1018200,889200,127000,54400,293300,0.745387994143485,19
"2019","Enterprise M3","LEP",925300,778500,759200,646600,110600,19200,146800,0.820490651680536,19
"2019","Hertfordshire","LEP",742700,602700,580900,477600,101000,21800,140000,0.782146223239531,19
"2019","London","LEP",6046200,4728900,4501600,3689200,793800,227200,1317400,0.74453375673977,19
"2019","New Anglia","LEP",961600,780000,755400,651900,101500,24600,181600,0.785565723793677,19
"2019","Oxfordshire","LEP",422000,353900,348100,301300,46900,5700,68100,0.824881516587678,19
"2019","Sheffield City Region","LEP",880500,682300,646500,575800,67200,35900,198200,0.734241908006814,19
"2019","Solent","LEP",770500,609500,587800,511100,74500,21600,161000,0.762881245944192,19
"2019","South East","LEP",2545700,2040400,1973200,1638700,329100,67200,505200,0.77511097144204,19
"2019","South East Midlands","LEP",1050100,853300,823200,730000,91500,30200,196800,0.783925340443767,19
"2019","York and North Yorkshire","LEP",487300,397400,388300,322100,65200,9100,89900,0.796839729119639,19
"2019","Greater Cambridge and Greater Peterborough","LEP",525700,434300,418200,366700,51200,16200,91400,0.795510747574662,19
"2019","Greater Lincolnshire","LEP",660600,522500,496500,432900,61000,26000,138100,0.751589464123524,19
"2019","Hull and East Yorkshire","LEP",362700,289400,273400,239000,33300,15900,73400,0.753791011855528,19
"2019","Leeds City Region","LEP",1451400,1096700,1045600,907100,133000,51200,354700,0.720407882044922,19
"2020","England","COUNTRY",34841900,27679000,26546100,22649400,3811600,1132900,7162900,0.761901618453643,20
"2020","Black Country","LEP",735300,558500,527800,468800,58200,30800,176800,0.717802257581939,20
"2020","Cheshire and Warrington","LEP",557400,458200,442700,385400,56400,15500,99200,0.794223179045569,20
"2020","Cornwall and Isles of Scilly","LEP",327500,261900,253700,200700,52300,8200,65600,0.774656488549618,20
"2020","Coventry and Warwickshire","LEP",587300,471100,455400,395500,59600,15800,116200,0.775412906521369,20
"2020","Cumbria","LEP",288300,237200,229700,190000,39400,7600,51100,0.79673950745751,20
"2020","Dorset","LEP",445700,359600,348900,292900,54900,10700,86100,0.782813551716401,20
"2020","Gloucestershire","LEP",379000,319200,310400,267400,42000,8800,59800,0.818997361477573,20
"2020","Greater Birmingham and Solihull","LEP",1265000,973000,909400,785400,122200,63600,292000,0.718893280632411,20
"2020","Greater Manchester","LEP",1786500,1371000,1301800,1120400,176900,69200,415500,0.728687377553876,20
"2020","Heart of the South West","LEP",1010300,822200,792200,655600,132800,30000,188100,0.78412352766505,20
"2020","Lancashire","LEP",893900,699800,679600,577800,101000,20200,194100,0.760264011634411,20
"2020","Leicester and Leicestershire","LEP",661400,536800,516200,458700,56300,20600,124600,0.780465678863018,20
"2020","Liverpool City Region","LEP",965100,734100,706900,632200,73000,27300,231000,0.732462957206507,20
"2020","North East","LEP",1225300,933500,881200,776600,101600,52300,291800,0.719170815310536,20
"2020","Stoke-on-Trent and Staffordshire","LEP",682700,547000,529300,464800,63500,17700,135600,0.775303940237293,20
"2020","Swindon and Wiltshire","LEP",431400,347700,340100,288500,50900,7600,83700,0.788363467779323,20
"2020","Tees Valley","LEP",408500,302600,283900,252000,31300,18700,106000,0.694981640146879,20
"2020","Thames Valley Berkshire","LEP",571900,471500,458200,395000,62400,13200,100500,0.801189019059276,20
"2020","The Marches","LEP",401200,327300,313900,259000,53800,13400,73900,0.782402791625125,20
"2020","West of England","LEP",740900,607200,583400,502100,79100,23700,133800,0.787420704548522,20
"2020","Worcestershire","LEP",348700,282500,274800,234100,39400,7700,66200,0.788069974189848,20
"2020","Buckinghamshire","LEP",325900,272300,260500,217700,41200,11700,53600,0.799324946302547,20
"2020","Coast to Capital","LEP",950400,785300,757800,626000,126300,27500,165100,0.797348484848485,20
"2020","Derby, Derbyshire, Nottingham and Nottinghamshire","LEP",1365500,1074700,1028900,885100,140300,45900,290700,0.753496887586965,20
"2020","Enterprise M3","LEP",932600,773100,746200,640900,102300,26900,159500,0.800128672528415,20
"2020","Hertfordshire","LEP",745700,617000,592300,501800,88500,24700,128700,0.794287246882124,20
"2020","London","LEP",6090100,4805100,4581800,3791400,767700,223300,1285000,0.75233575803353,20
"2020","New Anglia","LEP",962100,783100,755000,650500,103300,28100,179000,0.784741710840869,20
"2020","Oxfordshire","LEP",423600,359200,349500,297700,51500,9700,64500,0.825070821529745,20
"2020","Sheffield City Region","LEP",881000,670500,640100,566800,72200,30400,210500,0.726560726447219,20
"2020","Solent","LEP",766500,610200,584700,509500,73200,25400,156400,0.762818003913894,20
"2020","South East","LEP",2554300,2060800,1983400,1659500,318000,77300,493600,0.776494538621149,20
"2020","South East Midlands","LEP",1052300,872500,847800,734600,110700,24600,179800,0.805663784091989,20
"2020","York and North Yorkshire","LEP",485700,384300,377600,326000,50400,6700,101400,0.777434630430307,20
"2020","Greater Cambridge and Greater Peterborough","LEP",526000,424500,408300,360100,47900,16200,101500,0.776235741444867,20
"2020","Greater Lincolnshire","LEP",659000,504600,479400,407600,71100,25200,154500,0.727465857359636,20
"2020","Hull and East Yorkshire","LEP",361400,289000,278000,241700,34900,11000,72400,0.769230769230769,20
"2020","Leeds City Region","LEP",1452000,1107600,1062400,922400,138200,45100,344400,0.73168044077135,20
"2021","England","COUNTRY",34862500,27491000,26067500,22631300,3366800,1423600,7371400,0.747723198278953,21
"2021","Black Country","LEP",733800,570700,536500,479700,55700,34200,163200,0.731125647315345,21
"2021","Cheshire and Warrington","LEP",555500,446000,428600,375100,51800,17400,109500,0.771557155715572,21
"2021","Cornwall and Isles of Scilly","LEP",325300,252000,240000,194900,45000,12000,73300,0.737780510298186,21
"2021","Coventry and Warwickshire","LEP",586100,464700,442400,396600,45500,22200,121400,0.754819996587613,21
"2021","Cumbria","LEP",286000,223000,212600,179600,32600,10400,63000,0.743356643356643,21
"2021","Dorset","LEP",444900,357900,342200,291300,50300,15700,87000,0.769161609350416,21
"2021","Gloucestershire","LEP",378900,305200,289300,246300,41400,15800,73800,0.763525996305094,21
"2021","Greater Birmingham and Solihull","LEP",1277100,977000,905100,796300,105700,71800,300200,0.708715057552267,21
"2021","Greater Manchester","LEP",1788300,1363100,1283500,1127400,151500,79600,425200,0.717720740367947,21
"2021","Heart of the South West","LEP",1011200,800600,771100,657300,112500,29500,210500,0.762559335443038,21
"2021","Lancashire","LEP",891500,689300,660300,583600,76000,29000,202200,0.740661805945036,21
"2021","Leicester and Leicestershire","LEP",656700,523300,491100,437900,50300,32200,133400,0.747830059387848,21
"2021","Liverpool City Region","LEP",962000,731800,697400,634000,61600,34500,230200,0.724948024948025,21
"2021","North East","LEP",1218700,925500,861300,768900,90400,64200,293100,0.706736686633298,21
"2021","Stoke-on-Trent and Staffordshire","LEP",680500,541000,517700,452100,62700,23400,139400,0.760764144011756,21
"2021","Swindon and Wiltshire","LEP",431700,351100,341000,289000,50000,10000,80600,0.789900393791985,21
"2021","Tees Valley","LEP",407800,305300,286900,255400,30600,18400,102500,0.703531142717018,21
"2021","Thames Valley Berkshire","LEP",571300,467300,444600,388000,55300,22700,104100,0.778225100647646,21
"2021","The Marches","LEP",401400,315200,305300,256500,47500,9900,86200,0.760587942202292,21
"2021","West of England","LEP",744200,603400,581200,520200,60000,22100,140800,0.780972856758936,21
"2021","Worcestershire","LEP",349600,289200,278700,245900,32800,10500,60400,0.797196796338673,21
"2021","Buckinghamshire","LEP",328400,262500,251700,211200,39700,10800,65800,0.766443361753959,21
"2021","Coast to Capital","LEP",953900,780400,750000,644800,102100,30400,173500,0.786245937729322,21
"2021","Derby, Derbyshire, Nottingham and Nottinghamshire","LEP",1365100,1069700,1009700,901000,107300,60100,295400,0.739652772690645,21
"2021","Enterprise M3","LEP",928200,763500,737800,633500,97800,25700,164700,0.794871794871795,21
"2021","Hertfordshire","LEP",747600,618400,592900,510100,81200,25500,129200,0.793071161048689,21
"2021","London","LEP",6116700,4841400,4522500,3814800,695200,318900,1275300,0.73936926774241,21
"2021","New Anglia","LEP",961600,770800,730000,624600,102900,40900,190700,0.759151414309484,21
"2021","Oxfordshire","LEP",419400,337000,328400,288000,40400,8600,82500,0.783023366714354,21
"2021","Sheffield City Region","LEP",880900,669600,624300,555000,68000,45300,211200,0.70870700420025,21
"2021","Solent","LEP",767200,598400,569600,503700,65100,28800,168700,0.742440041710115,21
"2021","South East","LEP",2563800,2053300,1957600,1658800,295100,95700,510500,0.763554099383727,21
"2021","South East Midlands","LEP",1061800,846200,805300,699700,104500,40900,215600,0.758429082689772,21
"2021","York and North Yorkshire","LEP",483400,382400,372000,315300,54800,10400,101000,0.769549027720314,21
"2021","Greater Cambridge and Greater Peterborough","LEP",525600,423200,409600,370100,39500,13600,102400,0.779299847792998,21
"2021","Greater Lincolnshire","LEP",657700,497900,472000,412400,57400,26000,159800,0.717652425117835,21
"2021","Hull and East Yorkshire","LEP",360300,279600,264500,235900,28300,15100,80700,0.734110463502637,21
"2021","Leeds City Region","LEP",1450500,1135200,1078900,959500,118800,56200,315300,0.743812478455705,21
"2022","England","COUNTRY",34934500,27533000,26446400,23081000,3270200,1086600,7401600,0.75702815268574,22
"2022","Black Country","LEP",737200,561500,529200,475200,52100,32300,175800,0.717851329354314,22
"2022","Cheshire and Warrington","LEP",554900,435200,421800,369500,51000,13400,119700,0.760136961614705,22
"2022","Cornwall and Isles of Scilly","LEP",327100,255700,249400,202800,46200,6300,71300,0.762457963925405,22
"2022","Coventry and Warwickshire","LEP",591600,469300,449400,405000,44100,20000,122300,0.759634888438134,22
"2022","Cumbria","LEP",285200,228800,224100,193800,29300,4700,56400,0.785764375876578,22
"2022","Dorset","LEP",445400,351800,337400,283800,52400,14400,93600,0.757521329142344,22
"2022","Gloucestershire","LEP",379500,314000,303600,263900,38900,10400,65500,0.8,22
"2022","Greater Birmingham and Solihull","LEP",1272000,947100,885000,798900,83200,62100,324800,0.695754716981132,22
"2022","Greater Manchester","LEP",1792200,1356100,1287400,1144100,139000,68700,436100,0.718335007253655,22
"2022","Heart of the South West","LEP",1014200,799300,781000,654000,125700,18300,214900,0.770065075921909,22
"2022","Lancashire","LEP",891300,667900,633700,565400,66800,34200,223400,0.710983956019298,22
"2022","Leicester and Leicestershire","LEP",658200,520500,502700,445700,54700,17800,137700,0.763749620176238,22
"2022","Liverpool City Region","LEP",961400,745300,719200,653200,64000,26100,216100,0.748075722904098,22
"2022","North East","LEP",1219100,914600,868700,780600,83900,45900,304500,0.712574850299401,22
"2022","Stoke-on-Trent and Staffordshire","LEP",680700,559400,539000,473400,63500,20400,121400,0.79183193771118,22
"2022","Swindon and Wiltshire","LEP",433400,357200,343600,304800,38000,13600,76200,0.79280110752192,22
"2022","Tees Valley","LEP",406200,298500,279500,244900,33300,19000,107800,0.688084687346135,22
"2022","Thames Valley Berkshire","LEP",573200,470800,454000,392500,59900,16800,102400,0.792044661549198,22
"2022","The Marches","LEP",402200,321500,308300,260100,47000,13200,80700,0.766534062655395,22
"2022","West of England","LEP",743300,618900,605400,533000,70600,13500,124400,0.814475985470201,22
"2022","Worcestershire","LEP",347500,272300,262300,231400,29300,10000,75200,0.754820143884892,22
"2022","Buckinghamshire","LEP",330300,276600,264500,228800,34200,12100,53800,0.800787163184983,22
"2022","Coast to Capital","LEP",955200,792800,768800,653100,111300,24000,162400,0.804857621440536,22
"2022","Derby, Derbyshire, Nottingham and Nottinghamshire","LEP",1369200,1052600,1024200,905000,114900,28400,316600,0.748028045574058,22
"2022","Enterprise M3","LEP",931800,760600,737600,661900,74300,23100,171200,0.791586177291264,22
"2022","Hertfordshire","LEP",749900,604900,587200,505100,78800,17600,145000,0.783037738365115,22
"2022","London","LEP",6142400,4892900,4657900,3947800,693500,235000,1249500,0.758319223756187,22
"2022","New Anglia","LEP",963100,766200,744500,646200,95600,21700,196900,0.773024608036549,22
"2022","Oxfordshire","LEP",417600,342100,334100,299000,34400,8000,75500,0.800047892720307,22
"2022","Sheffield City Region","LEP",882300,679100,643900,577400,63500,35100,203300,0.729797121160603,22
"2022","Solent","LEP",766300,606700,581900,519400,59500,24800,159700,0.759363173691766,22
"2022","South East","LEP",2571900,2047200,1980800,1687300,280700,66400,524600,0.770169913293674,22
"2022","South East Midlands","LEP",1065600,839900,812300,727200,83600,27600,225700,0.762293543543544,22
"2022","York and North Yorkshire","LEP",483100,395600,385800,332800,51800,9900,87500,0.798592423928793,22
"2022","Greater Cambridge and Greater Peterborough","LEP",526400,430400,416200,367500,47900,14300,96000,0.790653495440729,22
"2022","Greater Lincolnshire","LEP",657600,503000,488000,433800,53700,15000,154500,0.742092457420925,22
"2022","Hull and East Yorkshire","LEP",359800,281500,270300,240500,28100,11200,78300,0.751250694830461,22
"2022","Leeds City Region","LEP",1452400,1118700,1071500,946800,123800,47300,333700,0.73774442302396,22
"2022","//www.ons.gov.uk/news/statementsandletters/occupationaldatainonssurveys.","AN ISSUE WITH THE COLLECTION OF OCCUPATIONAL DATA AFFECTED THE ACCURACY OF THE BREAKDOWNS OF SOME DETAILED OCCUPATIONS, AND DATA DERIVED FROM THEM. WE ARE URGING CAUTION IN THE INTERPRETATION OF THESE DETAILED DATA AS WE RESOLVE THE ISSUE. HTTPS",NA,NA,NA,NA,NA,NA,NA,NA,22
"2018","Brighton and Hove, East Sussex, West Sussex","LSIP",1019300,803900,777900,631800,144600,20500,215600,0.763170803492593,18
"2018","Buckinghamshire ","LSIP",320600,264300,259500,211000,47300,4800,56300,0.809419837804117,18
"2018","Cambridgeshire and Peterborough","LSIP",525400,425900,413800,361400,52400,11100,99500,0.787590407308717,18
"2018","Cheshire and Warrington","LSIP",559000,435600,420300,365200,54500,15400,123500,0.751878354203936,18
"2018","Cornwall and the Isles of Scilly","LSIP",327700,251300,242900,188800,52500,8400,76400,0.74122673176686,18
"2018","Cumbria","LSIP",292800,233800,226900,196200,29500,6400,58800,0.774931693989071,18
"2018","Derbyshire and Nottinghamshire","LSIP",1367800,1053000,1013700,882500,125900,35500,314600,0.741117122386314,18
"2018","Dorset","LSIP",890400,736600,716100,614300,99200,19000,153800,0.804245283018868,18
"2018","Enterprise M3 LEP (including all of Surrey)","LSIP",720900,578200,563200,464500,96700,11800,142500,0.781245665140796,18
"2018","Essex, Southend-on-Sea and Thurrock","LSIP",1108600,900500,865500,725600,137500,32300,208100,0.780714414576944,18
"2018","Gloucestershire","LSIP",378300,316000,307700,261100,45600,8200,62400,0.813375627808617,18
"2018","Greater Lincolnshire","LSIP",663500,518600,497100,429800,65300,19200,144700,0.749208741522231,18
"2018","Greater London","LSIP",5981500,4680000,4437300,3620000,797100,242900,1300000,0.741837331772967,18
"2018","Greater Manchester","LSIP",1779200,1357800,1295000,1116600,172100,62800,421800,0.727855215827338,18
"2018","Heart of the South-West","LSIP",1012000,813100,787200,657200,126300,24200,198800,0.777865612648221,18
"2018","Hertfordshire","LSIP",738400,604200,585600,491500,92100,12800,134200,0.793066088840737,18
"2018","Hull and East Yorkshire","LSIP",363300,279300,265300,229300,35500,14100,84000,0.730250481695568,18
"2018","Kent and Medway","LSIP",1111500,892200,846700,713100,128300,45500,219100,0.761763382816014,18
"2018","Lancashire","LSIP",902100,705700,675000,589000,83800,30900,196200,0.748254073827735,18
"2018","Leicester and Leicestershire","LSIP",654800,498900,474800,423600,47400,22600,155700,0.725106902871106,18
"2018","Liverpool City Region","LSIP",969400,719900,689300,612400,75500,30800,249500,0.711058386630906,18
"2018","Norfolk and Suffolk ","LSIP",963000,771300,738100,623400,110600,33200,191600,0.766458982346833,18
"2018","North East","LSIP",718600,543100,514600,463000,49800,28400,175500,0.716114667408851,18
"2018","North of Tyne","LSIP",513700,385000,364700,311200,52500,20200,128900,0.70994744014016,18
"2018","Oxfordshire","LSIP",424900,357300,346800,303800,42200,10600,67500,0.816192045187103,18
"2018","Solent","LSIP",769900,617300,587500,512500,74100,29700,152600,0.763086115079881,18
"2018","South East Midlands","LSIP",1045700,847900,813300,700700,109300,34600,197800,0.777756526728507,18
"2018","South Yorkshire","LSIP",878900,674800,634600,562100,69600,40200,204200,0.72203891227671,18
"2018","Stoke-on-Trent and Staffordshire","LSIP",686800,551100,530500,464300,65500,17900,135600,0.772422830518346,18
"2018","Swindon and Wiltshire","LSIP",429900,359200,345800,303000,42700,13300,70700,0.804373110025587,18
"2018","Tees Valley","LSIP",411200,300100,281200,251800,28000,18900,111100,0.683852140077821,18
"2018","Thames Valley Berkshire","LSIP",569600,470000,456600,394100,60700,13300,99600,0.801615168539326,18
"2018","The Marches","LSIP",404200,325900,312900,258200,53800,13100,78300,0.774121721919842,18
"2018","West Midlands and Warwickshire","LSIP",2165200,1600200,1506500,1314500,185300,90700,565200,0.695778680953261,18
"2018","West of England and North Somerset","LSIP",730300,595600,575900,493300,81300,19800,134700,0.788580035601807,18
"2018","West Yorkshire","LSIP",1450000,1112000,1064100,926800,132100,48000,338000,0.733862068965517,18
"2018","Worcestershire","LSIP",348400,282400,272700,231700,41000,9800,66100,0.782721010332951,18
"2018","York and North Yorkshire","LSIP",489200,391500,377700,316400,59600,12700,97900,0.772076860179886,18
"2019","Brighton and Hove, East Sussex, West Sussex","LSIP",1025200,825000,792700,652200,136600,30100,200400,0.77321498244245,19
"2019","Buckinghamshire ","LSIP",323900,266700,260100,212400,46600,6600,57300,0.803025625192961,19
"2019","Cambridgeshire and Peterborough","LSIP",525800,434400,418200,366600,51100,14500,91300,0.795359452263218,19
"2019","Cheshire and Warrington","LSIP",558900,450300,436700,378200,57100,13600,108700,0.781356235462516,19
"2019","Cornwall and the Isles of Scilly","LSIP",327200,261200,253400,196600,55500,7800,66000,0.774449877750611,19
"2019","Cumbria","LSIP",290500,236000,231300,193900,36800,4300,54300,0.796213425129088,19
"2019","Derbyshire and Nottinghamshire","LSIP",1365800,1072800,1018200,889300,127100,52500,293500,0.745497144530678,19
"2019","Dorset","LSIP",888600,731600,712900,607400,103600,18300,157100,0.802273238802611,19
"2019","Enterprise M3 LEP (including all of Surrey)","LSIP",723400,606400,590800,485700,102000,11600,117300,0.816698921758363,19
"2019","Essex, Southend-on-Sea and Thurrock","LSIP",1113000,895400,869300,723100,144800,22200,217700,0.78104222821204,19
"2019","Gloucestershire","LSIP",378300,313800,306000,258400,47300,6300,64600,0.808881839809675,19
"2019","Greater Lincolnshire","LSIP",660600,522300,496500,433000,61200,24200,138100,0.751589464123524,19
"2019","Greater London","LSIP",6046200,4728800,4501500,3689300,793600,227100,1315700,0.744517217425821,19
"2019","Greater Manchester","LSIP",1782500,1354800,1289000,1118800,167100,65800,427800,0.723141654978962,19
"2019","Heart of the South-West","LSIP",1011300,833200,804700,671300,130000,24600,178300,0.795708494017601,19
"2019","Hertfordshire","LSIP",742700,602600,580900,477700,101000,19200,139800,0.782146223239531,19
"2019","Hull and East Yorkshire","LSIP",362800,289300,273500,239000,33300,16000,73300,0.753858875413451,19
"2019","Kent and Medway","LSIP",1116400,901200,868600,726800,139300,28100,215100,0.778036546040846,19
"2019","Lancashire","LSIP",896800,693000,660200,573000,85600,30800,203900,0.736173059768064,19
"2019","Leicester and Leicestershire","LSIP",656300,519000,493200,436900,55400,24200,137600,0.751485601097059,19
"2019","Liverpool City Region","LSIP",967400,730400,703700,626800,75400,26700,236900,0.727413686169113,19
"2019","Norfolk and Suffolk ","LSIP",961600,780100,755500,652200,101500,22600,181500,0.785669717138103,19
"2019","North East","LSIP",717500,552900,518900,459600,58600,34000,164600,0.723205574912892,19
"2019","North of Tyne","LSIP",512000,386300,369600,314300,54000,16700,125700,0.721875,19
"2019","Oxfordshire","LSIP",422100,354000,348200,301300,46800,4100,68200,0.824923004027482,19
"2019","Solent","LSIP",770400,609400,588000,511100,74400,20500,161000,0.763239875389408,19
"2019","South East Midlands","LSIP",1050200,853400,823200,729900,91600,30100,196800,0.783850695105694,19
"2019","South Yorkshire","LSIP",880400,682300,646400,575800,67200,35900,198100,0.734211721944571,19
"2019","Stoke-on-Trent and Staffordshire","LSIP",683800,548100,526800,463600,62200,19500,135800,0.770400701959637,19
"2019","Swindon and Wiltshire","LSIP",429500,350800,340800,291200,48100,10000,78800,0.793480791618161,19
"2019","Tees Valley","LSIP",409600,302900,281100,250300,30000,21800,106600,0.686279296875,19
"2019","Thames Valley Berkshire","LSIP",572100,472100,455900,393700,60600,16200,100200,0.7968886558294,19
"2019","The Marches","LSIP",402000,332200,323500,265500,55500,8700,69900,0.804726368159204,19
"2019","West Midlands and Warwickshire","LSIP",2170800,1623000,1527300,1344800,179600,93400,547600,0.703565505804312,19
"2019","West of England and North Somerset","LSIP",735600,607100,583900,502100,79500,23200,128500,0.793773790103317,19
"2019","West Yorkshire","LSIP",1451300,1096800,1045600,907000,133000,51200,354800,0.720457520843382,19
"2019","Worcestershire","LSIP",350500,283500,274100,230100,43000,8800,66900,0.782025677603424,19
"2019","York and North Yorkshire","LSIP",487300,397300,388400,322100,65300,6400,90000,0.797044941514467,19
"2020","Brighton and Hove, East Sussex, West Sussex","LSIP",1028000,844600,812900,668300,138100,27800,183600,0.790758754863813,20
"2020","Buckinghamshire ","LSIP",325900,272300,260500,217700,41200,11700,53600,0.799324946302547,20
"2020","Cambridgeshire and Peterborough","LSIP",526000,424700,408300,360000,47900,15100,101500,0.776235741444867,20
"2020","Cheshire and Warrington","LSIP",557400,458200,442700,385500,56300,15500,99200,0.794223179045569,20
"2020","Cornwall and the Isles of Scilly","LSIP",327500,261900,253700,200700,52300,8200,65600,0.774656488549618,20
