location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Sutton,E09000029,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,85,104,1988,74,1458,267
Sutton,E09000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,111,157,2169,125,1429,347
Sutton,E09000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,27,33,136,37,10,29
Sutton,E09000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,8,15,79,12,21,23
Sutton,E09000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,76,109,1954,76,1398,295
Sutton,E09000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,110,135,2117,94,1453,325
Sutton,E09000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,20,28,135,20,39,28
Sutton,E09000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,11,7,45,11,6,10
Sutton,E09000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,79,100,1937,63,1408,287
Tower Hamlets,E09000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,138,215,2025,103,1333,236
Tower Hamlets,E09000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,40,54,240,18,93,35
Tower Hamlets,E09000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,29,185,15,91,25
Tower Hamlets,E09000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,73,132,1600,70,1149,176
Tower Hamlets,E09000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,173,344,2593,92,1579,405
Tower Hamlets,E09000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,75,108,432,16,152,81
Tower Hamlets,E09000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,27,88,384,19,186,64
Tower Hamlets,E09000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,71,148,1777,57,1241,260
Tower Hamlets,E09000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,261,515,3229,101,1800,552
Tower Hamlets,E09000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,111,149,477,16,117,84
Tower Hamlets,E09000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,38,109,416,19,179,71
Tower Hamlets,E09000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,112,257,2336,66,1504,397
Waltham Forest,E09000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,259,417,3328,169,1948,535
Waltham Forest,E09000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,81,110,381,33,78,79
Waltham Forest,E09000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,44,70,339,26,141,58
Waltham Forest,E09000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,134,237,2608,110,1729,398
Waltham Forest,E09000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,221,404,3180,170,1915,470
Waltham Forest,E09000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,69,114,324,24,59,58
Waltham Forest,E09000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,51,122,732,31,424,104
Waltham Forest,E09000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,101,168,2124,115,1432,308
Waltham Forest,E09000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,188,437,3138,127,1922,464
Waltham Forest,E09000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,81,142,422,29,92,78
Waltham Forest,E09000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,22,76,285,23,108,56
Waltham Forest,E09000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,85,219,2431,75,1722,330
Wandsworth,E09000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,275,436,3094,93,1761,529
Wandsworth,E09000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,87,140,438,20,107,84
Wandsworth,E09000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,81,93,482,23,173,112
Wandsworth,E09000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,107,203,2174,50,1481,333
Wandsworth,E09000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,179,292,2283,76,1354,382
Wandsworth,E09000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,66,99,255,24,20,46
Wandsworth,E09000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,59,264,10,110,59
Wandsworth,E09000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,87,134,1764,42,1224,277
Wandsworth,E09000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,141,276,2143,60,1344,322
Wandsworth,E09000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,41,77,222,20,45,39
Wandsworth,E09000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,15,47,159,5,55,37
Wandsworth,E09000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,85,152,1762,35,1244,246
Westminster,E09000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,209,319,2390,91,1457,314
Westminster,E09000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,82,112,331,23,42,72
Westminster,E09000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,31,55,232,18,83,45
Westminster,E09000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,96,152,1827,50,1332,197
Westminster,E09000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,251,389,3213,108,1974,491
Westminster,E09000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,117,150,663,25,246,125
Westminster,E09000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,52,96,731,34,443,106
Westminster,E09000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,82,143,1819,49,1285,260
Westminster,E09000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,216,407,2878,66,1757,432
Westminster,E09000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,94,181,551,11,144,121
Westminster,E09000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,29,87,333,21,122,74
Westminster,E09000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,93,139,1994,34,1491,237
Bracknell Forest,E06000036,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,53,101,1042,148,373,367
Bracknell Forest,E06000036,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,25,27,150,30,12,56
Bracknell Forest,E06000036,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,12,20,204,50,43,79
Bracknell Forest,E06000036,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,16,54,688,68,318,232
Bracknell Forest,E06000036,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,63,123,1009,116,331,376
Bracknell Forest,E06000036,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,23,38,141,24,5,51
Bracknell Forest,E06000036,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,14,38,191,40,15,84
Bracknell Forest,E06000036,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,26,47,677,52,311,241
Bracknell Forest,E06000036,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,48,114,950,97,322,369
Bracknell Forest,E06000036,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,13,43,138,29,8,45
Bracknell Forest,E06000036,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,10,31,171,25,29,76
Bracknell Forest,E06000036,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,25,40,641,43,285,248
Brighton and Hove,E06000043,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,258,466,3238,179,1411,924
Brighton and Hove,E06000043,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,53,104,341,37,67,80
Brighton and Hove,E06000043,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,52,83,436,63,115,123
Brighton and Hove,E06000043,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,153,279,2461,79,1229,721
Brighton and Hove,E06000043,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,204,335,2755,130,1234,852
Brighton and Hove,E06000043,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,43,69,221,28,26,55
Brighton and Hove,E06000043,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,46,270,33,82,83
Brighton and Hove,E06000043,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,135,220,2264,69,1126,714
Brighton and Hove,E06000043,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,199,372,2793,93,1249,880
Brighton and Hove,E06000043,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,29,64,217,27,43,54
Brighton and Hove,E06000043,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,21,56,214,24,60,53
Brighton and Hove,E06000043,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,149,252,2362,42,1146,773
Buckinghamshire,E10000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,215,453,5050,295,2841,1246
Buckinghamshire,E10000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,55,85,403,75,40,148
Buckinghamshire,E10000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,69,404,71,69,169
Buckinghamshire,E10000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,134,299,4243,149,2732,929
Buckinghamshire,E10000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,216,458,4892,274,2729,1215
Buckinghamshire,E10000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,47,112,404,49,56,140
Buckinghamshire,E10000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,100,598,79,183,208
Buckinghamshire,E10000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,141,246,3890,146,2490,867
Buckinghamshire,E10000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,204,394,4628,256,2658,1116
Buckinghamshire,E10000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,61,118,417,43,53,142
Buckinghamshire,E10000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,18,42,314,60,64,130
Buckinghamshire,E10000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,125,234,3897,153,2541,844
East Sussex,E10000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,421,683,4684,342,1803,1435
East Sussex,E10000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,129,223,728,70,134,172
East Sussex,E10000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,87,186,902,92,229,308
East Sussex,E10000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,205,274,3054,180,1440,955
East Sussex,E10000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,396,805,5143,319,2002,1621
East Sussex,E10000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,124,242,793,72,151,204
East Sussex,E10000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,82,250,1217,89,391,405
East Sussex,E10000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,190,313,3133,158,1460,1012
East Sussex,E10000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,333,607,4044,210,1684,1210
East Sussex,E10000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,118,210,690,62,125,175
East Sussex,E10000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,50,161,690,59,191,229
East Sussex,E10000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,165,236,2664,89,1368,806
Hampshire,E10000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,732,1849,16550,1504,6981,5484
Hampshire,E10000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,193,475,1798,334,273,523
Hampshire,E10000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,155,401,2317,382,407,972
Hampshire,E10000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,384,973,12435,788,6301,3989
Hampshire,E10000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,695,1769,16303,1348,6907,5584
Hampshire,E10000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,198,481,1845,254,288,624
Hampshire,E10000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,143,484,3052,406,645,1374
Hampshire,E10000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,354,804,11406,688,5974,3586
Hampshire,E10000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,637,1747,15485,1195,6795,5111
Hampshire,E10000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,158,492,1801,237,281,633
Hampshire,E10000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,108,366,1968,329,329,836
Hampshire,E10000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,371,889,11716,629,6185,3642
Isle of Wight,E06000046,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,76,219,1198,118,448,337
Isle of Wight,E06000046,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,20,76,195,26,25,48
Isle of Wight,E06000046,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,18,51,256,40,43,104
Isle of Wight,E06000046,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,38,92,747,52,380,185
Isle of Wight,E06000046,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,80,228,1260,125,505,322
Isle of Wight,E06000046,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,23,78,247,33,46,67
Isle of Wight,E06000046,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,19,79,344,51,85,110
Isle of Wight,E06000046,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,38,71,669,41,374,145
Isle of Wight,E06000046,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,62,205,1133,133,407,326
Isle of Wight,E06000046,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,18,74,211,32,23,64
Isle of Wight,E06000046,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,12,53,245,52,52,76
Isle of Wight,E06000046,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,32,78,677,49,332,186
Kent,E10000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,1039,2063,15673,1129,7001,4441
Kent,E10000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,348,614,2008,249,281,516
Kent,E10000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,200,497,2312,234,562,819
Kent,E10000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,491,952,11353,646,6158,3106
Kent,E10000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,862,1734,13837,1074,6335,3832
Kent,E10000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,264,563,1740,225,224,464
Kent,E10000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,171,391,1885,248,349,726
Kent,E10000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,427,780,10212,601,5762,2642
Kent,E10000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,882,2139,14427,936,6228,4242
Kent,E10000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,268,686,1952,228,220,550
Kent,E10000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,172,466,1842,212,253,739
Kent,E10000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,442,987,10633,496,5755,2953
Medway,E06000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,290,637,3869,462,1329,1151
Medway,E06000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,111,224,704,126,53,190
Medway,E06000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,78,198,821,143,95,307
Medway,E06000035,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,101,215,2344,193,1181,654
Medway,E06000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,274,719,4064,444,1419,1208
Medway,E06000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,108,266,768,102,82,210
Medway,E06000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,89,243,1122,144,263,383
Medway,E06000035,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,77,210,2174,198,1074,615
Medway,E06000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,223,523,3433,383,1408,896
Medway,E06000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,89,188,627,84,94,172
Medway,E06000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,76,192,946,146,271,261
Medway,E06000035,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,58,143,1860,153,1043,463
Milton Keynes,E06000042,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,135,296,2813,186,1390,806
Milton Keynes,E06000042,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,43,103,418,49,75,148
Milton Keynes,E06000042,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,75,488,42,162,186
Milton Keynes,E06000042,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,69,118,1907,95,1153,472
Milton Keynes,E06000042,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,115,290,2606,183,1223,795
Milton Keynes,E06000042,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,34,108,368,41,54,131
Milton Keynes,E06000042,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,54,374,40,62,190
Milton Keynes,E06000042,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,53,128,1864,102,1107,474
Milton Keynes,E06000042,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,134,379,3064,194,1458,899
Milton Keynes,E06000042,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,36,119,453,45,93,160
Milton Keynes,E06000042,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,103,587,48,169,237
Milton Keynes,E06000042,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,68,157,2024,101,1196,502
Oxfordshire,E10000025,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,355,839,7227,604,2982,2447
Oxfordshire,E10000025,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,106,234,1038,126,187,385
Oxfordshire,E10000025,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,64,175,1063,129,261,434
Oxfordshire,E10000025,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,185,430,5126,349,2534,1628
Oxfordshire,E10000025,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,380,802,6817,545,2537,2553
Oxfordshire,E10000025,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,122,237,954,125,108,362
Oxfordshire,E10000025,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,81,223,1274,131,205,634
Oxfordshire,E10000025,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,177,342,4589,289,2224,1557
Oxfordshire,E10000025,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,415,918,7249,522,2759,2635
Oxfordshire,E10000025,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,133,253,1055,111,150,408
Oxfordshire,E10000025,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,93,246,1275,140,203,593
Oxfordshire,E10000025,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,189,419,4919,271,2406,1634
Portsmouth,E06000044,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,107,217,1211,197,346,344
Portsmouth,E06000044,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,53,101,317,45,58,60
Portsmouth,E06000044,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,27,55,288,65,38,103
Portsmouth,E06000044,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,27,61,606,87,250,181
Portsmouth,E06000044,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,126,216,1242,134,346,420
Portsmouth,E06000044,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,61,97,292,37,27,70
Portsmouth,E06000044,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,39,73,329,47,33,137
Portsmouth,E06000044,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,26,46,621,50,286,213
Portsmouth,E06000044,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,92,271,1380,166,464,387
Portsmouth,E06000044,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,108,319,41,76,50
Portsmouth,E06000044,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,19,65,285,50,59,92
Portsmouth,E06000044,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,29,98,776,75,329,245
Reading,E06000038,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,38,71,783,67,467,140
Reading,E06000038,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,4,4,20,6,2,4
Reading,E06000038,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,7,10,41,9,7,8
Reading,E06000038,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,27,57,722,52,458,128
Reading,E06000038,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,36,50,731,39,459,147
Reading,E06000038,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,3,2,20,5,3,7
Reading,E06000038,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,8,7,46,5,9,17
