"time_period","area","geographic_level","Total Completed Key Stage 4","Cohort Group","Unknown","Not Recorded as a Sustained Destination","Sustained Apprenticeships","Sustained Education","Sustained Employment"
201920,"Sutton","LADU","135","All other qualifications","20","28","20","39","28"
201920,"Sutton","LADU","45","Level 2","11","7","11","6","10"
201920,"Sutton","LADU","1937","Level 3","79","100","63","1408","287"
201718,"Tower Hamlets","LADU","2025","Total","138","215","103","1333","236"
201718,"Tower Hamlets","LADU","240","All other qualifications","40","54","18","93","35"
201718,"Tower Hamlets","LADU","185","Level 2","25","29","15","91","25"
201718,"Tower Hamlets","LADU","1600","Level 3","73","132","70","1149","176"
201819,"Tower Hamlets","LADU","2593","Total","173","344","92","1579","405"
201819,"Tower Hamlets","LADU","432","All other qualifications","75","108","16","152","81"
201819,"Tower Hamlets","LADU","384","Level 2","27","88","19","186","64"
201819,"Tower Hamlets","LADU","1777","Level 3","71","148","57","1241","260"
201920,"Tower Hamlets","LADU","3229","Total","261","515","101","1800","552"
201920,"Tower Hamlets","LADU","477","All other qualifications","111","149","16","117","84"
201920,"Tower Hamlets","LADU","416","Level 2","38","109","19","179","71"
201920,"Tower Hamlets","LADU","2336","Level 3","112","257","66","1504","397"
201718,"Waltham Forest","LADU","3328","Total","259","417","169","1948","535"
201718,"Waltham Forest","LADU","381","All other qualifications","81","110","33","78","79"
201718,"Waltham Forest","LADU","339","Level 2","44","70","26","141","58"
201718,"Waltham Forest","LADU","2608","Level 3","134","237","110","1729","398"
201819,"Waltham Forest","LADU","3180","Total","221","404","170","1915","470"
201819,"Waltham Forest","LADU","324","All other qualifications","69","114","24","59","58"
201819,"Waltham Forest","LADU","732","Level 2","51","122","31","424","104"
201819,"Waltham Forest","LADU","2124","Level 3","101","168","115","1432","308"
201920,"Waltham Forest","LADU","3138","Total","188","437","127","1922","464"
201920,"Waltham Forest","LADU","422","All other qualifications","81","142","29","92","78"
201920,"Waltham Forest","LADU","285","Level 2","22","76","23","108","56"
201920,"Waltham Forest","LADU","2431","Level 3","85","219","75","1722","330"
201718,"Wandsworth","LADU","3094","Total","275","436","93","1761","529"
201718,"Wandsworth","LADU","438","All other qualifications","87","140","20","107","84"
201718,"Wandsworth","LADU","482","Level 2","81","93","23","173","112"
201718,"Wandsworth","LADU","2174","Level 3","107","203","50","1481","333"
201819,"Wandsworth","LADU","2283","Total","179","292","76","1354","382"
201819,"Wandsworth","LADU","255","All other qualifications","66","99","24","20","46"
201819,"Wandsworth","LADU","264","Level 2","26","59","10","110","59"
201819,"Wandsworth","LADU","1764","Level 3","87","134","42","1224","277"
201920,"Wandsworth","LADU","2143","Total","141","276","60","1344","322"
201920,"Wandsworth","LADU","222","All other qualifications","41","77","20","45","39"
201920,"Wandsworth","LADU","159","Level 2","15","47","5","55","37"
201920,"Wandsworth","LADU","1762","Level 3","85","152","35","1244","246"
201718,"Westminster","LADU","2390","Total","209","319","91","1457","314"
201718,"Westminster","LADU","331","All other qualifications","82","112","23","42","72"
201718,"Westminster","LADU","232","Level 2","31","55","18","83","45"
201718,"Westminster","LADU","1827","Level 3","96","152","50","1332","197"
201819,"Westminster","LADU","3213","Total","251","389","108","1974","491"
201819,"Westminster","LADU","663","All other qualifications","117","150","25","246","125"
201819,"Westminster","LADU","731","Level 2","52","96","34","443","106"
201819,"Westminster","LADU","1819","Level 3","82","143","49","1285","260"
201920,"Westminster","LADU","2878","Total","216","407","66","1757","432"
201920,"Westminster","LADU","551","All other qualifications","94","181","11","144","121"
201920,"Westminster","LADU","333","Level 2","29","87","21","122","74"
201920,"Westminster","LADU","1994","Level 3","93","139","34","1491","237"
201718,"Bracknell Forest","LADU","1042","Total","53","101","148","373","367"
201718,"Bracknell Forest","LADU","150","All other qualifications","25","27","30","12","56"
201718,"Bracknell Forest","LADU","204","Level 2","12","20","50","43","79"
201718,"Bracknell Forest","LADU","688","Level 3","16","54","68","318","232"
201819,"Bracknell Forest","LADU","1009","Total","63","123","116","331","376"
201819,"Bracknell Forest","LADU","141","All other qualifications","23","38","24","5","51"
201819,"Bracknell Forest","LADU","191","Level 2","14","38","40","15","84"
201819,"Bracknell Forest","LADU","677","Level 3","26","47","52","311","241"
201920,"Bracknell Forest","LADU","950","Total","48","114","97","322","369"
201920,"Bracknell Forest","LADU","138","All other qualifications","13","43","29","8","45"
201920,"Bracknell Forest","LADU","171","Level 2","10","31","25","29","76"
201920,"Bracknell Forest","LADU","641","Level 3","25","40","43","285","248"
201718,"Brighton and Hove","LADU","3238","Total","258","466","179","1411","924"
201718,"Brighton and Hove","LADU","341","All other qualifications","53","104","37","67","80"
201718,"Brighton and Hove","LADU","436","Level 2","52","83","63","115","123"
201718,"Brighton and Hove","LADU","2461","Level 3","153","279","79","1229","721"
201819,"Brighton and Hove","LADU","2755","Total","204","335","130","1234","852"
201819,"Brighton and Hove","LADU","221","All other qualifications","43","69","28","26","55"
201819,"Brighton and Hove","LADU","270","Level 2","26","46","33","82","83"
201819,"Brighton and Hove","LADU","2264","Level 3","135","220","69","1126","714"
201920,"Brighton and Hove","LADU","2793","Total","199","372","93","1249","880"
201920,"Brighton and Hove","LADU","217","All other qualifications","29","64","27","43","54"
201920,"Brighton and Hove","LADU","214","Level 2","21","56","24","60","53"
201920,"Brighton and Hove","LADU","2362","Level 3","149","252","42","1146","773"
201718,"Buckinghamshire","LADU","5050","Total","215","453","295","2841","1246"
201718,"Buckinghamshire","LADU","403","All other qualifications","55","85","75","40","148"
201718,"Buckinghamshire","LADU","404","Level 2","26","69","71","69","169"
201718,"Buckinghamshire","LADU","4243","Level 3","134","299","149","2732","929"
201819,"Buckinghamshire","LADU","4892","Total","216","458","274","2729","1215"
201819,"Buckinghamshire","LADU","404","All other qualifications","47","112","49","56","140"
201819,"Buckinghamshire","LADU","598","Level 2","28","100","79","183","208"
201819,"Buckinghamshire","LADU","3890","Level 3","141","246","146","2490","867"
201920,"Buckinghamshire","LADU","4628","Total","204","394","256","2658","1116"
201920,"Buckinghamshire","LADU","417","All other qualifications","61","118","43","53","142"
201920,"Buckinghamshire","LADU","314","Level 2","18","42","60","64","130"
201920,"Buckinghamshire","LADU","3897","Level 3","125","234","153","2541","844"
201718,"East Sussex","LADU","4684","Total","421","683","342","1803","1435"
201718,"East Sussex","LADU","728","All other qualifications","129","223","70","134","172"
201718,"East Sussex","LADU","902","Level 2","87","186","92","229","308"
201718,"East Sussex","LADU","3054","Level 3","205","274","180","1440","955"
201819,"East Sussex","LADU","5143","Total","396","805","319","2002","1621"
201819,"East Sussex","LADU","793","All other qualifications","124","242","72","151","204"
201819,"East Sussex","LADU","1217","Level 2","82","250","89","391","405"
201819,"East Sussex","LADU","3133","Level 3","190","313","158","1460","1012"
201920,"East Sussex","LADU","4044","Total","333","607","210","1684","1210"
201920,"East Sussex","LADU","690","All other qualifications","118","210","62","125","175"
201920,"East Sussex","LADU","690","Level 2","50","161","59","191","229"
201920,"East Sussex","LADU","2664","Level 3","165","236","89","1368","806"
201718,"Hampshire","LADU","16550","Total","732","1849","1504","6981","5484"
201718,"Hampshire","LADU","1798","All other qualifications","193","475","334","273","523"
201718,"Hampshire","LADU","2317","Level 2","155","401","382","407","972"
201718,"Hampshire","LADU","12435","Level 3","384","973","788","6301","3989"
201819,"Hampshire","LADU","16303","Total","695","1769","1348","6907","5584"
201819,"Hampshire","LADU","1845","All other qualifications","198","481","254","288","624"
201819,"Hampshire","LADU","3052","Level 2","143","484","406","645","1374"
201819,"Hampshire","LADU","11406","Level 3","354","804","688","5974","3586"
201920,"Hampshire","LADU","15485","Total","637","1747","1195","6795","5111"
201920,"Hampshire","LADU","1801","All other qualifications","158","492","237","281","633"
201920,"Hampshire","LADU","1968","Level 2","108","366","329","329","836"
201920,"Hampshire","LADU","11716","Level 3","371","889","629","6185","3642"
201718,"Isle of Wight","LADU","1198","Total","76","219","118","448","337"
201718,"Isle of Wight","LADU","195","All other qualifications","20","76","26","25","48"
201718,"Isle of Wight","LADU","256","Level 2","18","51","40","43","104"
201718,"Isle of Wight","LADU","747","Level 3","38","92","52","380","185"
201819,"Isle of Wight","LADU","1260","Total","80","228","125","505","322"
201819,"Isle of Wight","LADU","247","All other qualifications","23","78","33","46","67"
201819,"Isle of Wight","LADU","344","Level 2","19","79","51","85","110"
201819,"Isle of Wight","LADU","669","Level 3","38","71","41","374","145"
201920,"Isle of Wight","LADU","1133","Total","62","205","133","407","326"
201920,"Isle of Wight","LADU","211","All other qualifications","18","74","32","23","64"
201920,"Isle of Wight","LADU","245","Level 2","12","53","52","52","76"
201920,"Isle of Wight","LADU","677","Level 3","32","78","49","332","186"
201718,"Kent","LADU","15673","Total","1039","2063","1129","7001","4441"
201718,"Kent","LADU","2008","All other qualifications","348","614","249","281","516"
201718,"Kent","LADU","2312","Level 2","200","497","234","562","819"
201718,"Kent","LADU","11353","Level 3","491","952","646","6158","3106"
201819,"Kent","LADU","13837","Total","862","1734","1074","6335","3832"
201819,"Kent","LADU","1740","All other qualifications","264","563","225","224","464"
201819,"Kent","LADU","1885","Level 2","171","391","248","349","726"
201819,"Kent","LADU","10212","Level 3","427","780","601","5762","2642"
201920,"Kent","LADU","14427","Total","882","2139","936","6228","4242"
201920,"Kent","LADU","1952","All other qualifications","268","686","228","220","550"
201920,"Kent","LADU","1842","Level 2","172","466","212","253","739"
201920,"Kent","LADU","10633","Level 3","442","987","496","5755","2953"
201718,"Medway","LADU","3869","Total","290","637","462","1329","1151"
201718,"Medway","LADU","704","All other qualifications","111","224","126","53","190"
201718,"Medway","LADU","821","Level 2","78","198","143","95","307"
201718,"Medway","LADU","2344","Level 3","101","215","193","1181","654"
201819,"Medway","LADU","4064","Total","274","719","444","1419","1208"
201819,"Medway","LADU","768","All other qualifications","108","266","102","82","210"
201819,"Medway","LADU","1122","Level 2","89","243","144","263","383"
201819,"Medway","LADU","2174","Level 3","77","210","198","1074","615"
201920,"Medway","LADU","3433","Total","223","523","383","1408","896"
201920,"Medway","LADU","627","All other qualifications","89","188","84","94","172"
201920,"Medway","LADU","946","Level 2","76","192","146","271","261"
201920,"Medway","LADU","1860","Level 3","58","143","153","1043","463"
201718,"Milton Keynes","LADU","2813","Total","135","296","186","1390","806"
201718,"Milton Keynes","LADU","418","All other qualifications","43","103","49","75","148"
201718,"Milton Keynes","LADU","488","Level 2","23","75","42","162","186"
201718,"Milton Keynes","LADU","1907","Level 3","69","118","95","1153","472"
201819,"Milton Keynes","LADU","2606","Total","115","290","183","1223","795"
201819,"Milton Keynes","LADU","368","All other qualifications","34","108","41","54","131"
201819,"Milton Keynes","LADU","374","Level 2","28","54","40","62","190"
201819,"Milton Keynes","LADU","1864","Level 3","53","128","102","1107","474"
201920,"Milton Keynes","LADU","3064","Total","134","379","194","1458","899"
201920,"Milton Keynes","LADU","453","All other qualifications","36","119","45","93","160"
201920,"Milton Keynes","LADU","587","Level 2","30","103","48","169","237"
201920,"Milton Keynes","LADU","2024","Level 3","68","157","101","1196","502"
201718,"Oxfordshire","LADU","7227","Total","355","839","604","2982","2447"
201718,"Oxfordshire","LADU","1038","All other qualifications","106","234","126","187","385"
201718,"Oxfordshire","LADU","1063","Level 2","64","175","129","261","434"
201718,"Oxfordshire","LADU","5126","Level 3","185","430","349","2534","1628"
201819,"Oxfordshire","LADU","6817","Total","380","802","545","2537","2553"
201819,"Oxfordshire","LADU","954","All other qualifications","122","237","125","108","362"
201819,"Oxfordshire","LADU","1274","Level 2","81","223","131","205","634"
201819,"Oxfordshire","LADU","4589","Level 3","177","342","289","2224","1557"
201920,"Oxfordshire","LADU","7249","Total","415","918","522","2759","2635"
201920,"Oxfordshire","LADU","1055","All other qualifications","133","253","111","150","408"
201920,"Oxfordshire","LADU","1275","Level 2","93","246","140","203","593"
201920,"Oxfordshire","LADU","4919","Level 3","189","419","271","2406","1634"
201718,"Portsmouth","LADU","1211","Total","107","217","197","346","344"
201718,"Portsmouth","LADU","317","All other qualifications","53","101","45","58","60"
201718,"Portsmouth","LADU","288","Level 2","27","55","65","38","103"
201718,"Portsmouth","LADU","606","Level 3","27","61","87","250","181"
201819,"Portsmouth","LADU","1242","Total","126","216","134","346","420"
201819,"Portsmouth","LADU","292","All other qualifications","61","97","37","27","70"
201819,"Portsmouth","LADU","329","Level 2","39","73","47","33","137"
201819,"Portsmouth","LADU","621","Level 3","26","46","50","286","213"
201920,"Portsmouth","LADU","1380","Total","92","271","166","464","387"
201920,"Portsmouth","LADU","319","All other qualifications","44","108","41","76","50"
201920,"Portsmouth","LADU","285","Level 2","19","65","50","59","92"
201920,"Portsmouth","LADU","776","Level 3","29","98","75","329","245"
201718,"Reading","LADU","783","Total","38","71","67","467","140"
201718,"Reading","LADU","20","All other qualifications","4","4","6","2","4"
201718,"Reading","LADU","41","Level 2","7","10","9","7","8"
201718,"Reading","LADU","722","Level 3","27","57","52","458","128"
201819,"Reading","LADU","731","Total","36","50","39","459","147"
201819,"Reading","LADU","20","All other qualifications","3","2","5","3","7"
201819,"Reading","LADU","46","Level 2","8","7","5","9","17"
201819,"Reading","LADU","665","Level 3","25","41","29","447","123"
201920,"Reading","LADU","674","Total","30","44","36","447","117"
201920,"Reading","LADU","25","All other qualifications","5","3","1","8","8"
201920,"Reading","LADU","17","Level 2","1","3","3","3","7"
201920,"Reading","LADU","632","Level 3","24","38","32","436","102"
201718,"Slough","LADU","2010","Total","126","214","125","1131","414"
201718,"Slough","LADU","298","All other qualifications","55","60","28","63","92"
201718,"Slough","LADU","327","Level 2","31","64","37","97","98"
201718,"Slough","LADU","1385","Level 3","40","90","60","971","224"
201819,"Slough","LADU","2555","Total","163","306","177","1390","519"
201819,"Slough","LADU","361","All other qualifications","58","89","39","90","85"
201819,"Slough","LADU","398","Level 2","39","67","42","132","118"
201819,"Slough","LADU","1796","Level 3","66","150","96","1168","316"
201920,"Slough","LADU","2519","Total","159","271","135","1432","522"
201920,"Slough","LADU","391","All other qualifications","69","99","32","96","95"
201920,"Slough","LADU","303","Level 2","33","51","33","110","76"
201920,"Slough","LADU","1825","Level 3","57","121","70","1226","351"
201718,"Southampton","LADU","1995","Total","125","275","194","732","669"
201718,"Southampton","LADU","319","All other qualifications","46","85","53","46","89"
201718,"Southampton","LADU","383","Level 2","32","78","51","75","147"
201718,"Southampton","LADU","1293","Level 3","47","112","90","611","433"
201819,"Southampton","LADU","1950","Total","137","284","156","731","642"
201819,"Southampton","LADU","290","All other qualifications","32","98","36","35","89"
201819,"Southampton","LADU","445","Level 2","26","78","54","118","169"
201819,"Southampton","LADU","1215","Level 3","79","108","66","578","384"
201920,"Southampton","LADU","1832","Total","156","302","174","634","566"
201920,"Southampton","LADU","374","All other qualifications","55","105","50","61","103"
201920,"Southampton","LADU","374","Level 2","32","91","60","72","119"
201920,"Southampton","LADU","1084","Level 3","69","106","64","501","344"
201718,"Surrey","LADU","10998","Total","614","1174","744","5009","3457"
201718,"Surrey","LADU","1128","All other qualifications","194","278","142","160","354"
201718,"Surrey","LADU","1157","Level 2","98","204","182","225","448"
201718,"Surrey","LADU","8713","Level 3","322","692","420","4624","2655"
201819,"Surrey","LADU","11196","Total","675","1239","746","5048","3488"
201819,"Surrey","LADU","1268","All other qualifications","215","330","150","223","350"
201819,"Surrey","LADU","1905","Level 2","142","315","224","492","732"
201819,"Surrey","LADU","8023","Level 3","318","594","372","4333","2406"
201920,"Surrey","LADU","10683","Total","597","1162","672","4905","3347"
201920,"Surrey","LADU","1286","All other qualifications","186","315","164","233","388"
201920,"Surrey","LADU","1288","Level 2","85","219","181","328","475"
201920,"Surrey","LADU","8109","Level 3","326","628","327","4344","2484"
201718,"West Berkshire","LADU","1480","Total","60","115","154","648","503"
201718,"West Berkshire","LADU","148","All other qualifications","22","34","28","9","55"
201718,"West Berkshire","LADU","122","Level 2","4","14","27","17","60"
201718,"West Berkshire","LADU","1210","Level 3","34","67","99","622","388"
201819,"West Berkshire","LADU","1424","Total","43","129","114","704","434"
201819,"West Berkshire","LADU","131","All other qualifications","9","40","15","15","52"
201819,"West Berkshire","LADU","134","Level 2","10","17","19","32","56"
201819,"West Berkshire","LADU","1159","Level 3","24","72","80","657","326"
201920,"West Berkshire","LADU","1331","Total","47","138","113","590","443"
201920,"West Berkshire","LADU","139","All other qualifications","12","35","19","23","50"
201920,"West Berkshire","LADU","137","Level 2","11","24","14","35","53"
201920,"West Berkshire","LADU","1055","Level 3","24","79","80","532","340"
201718,"West Sussex","LADU","7610","Total","465","887","586","3140","2532"
201718,"West Sussex","LADU","1075","All other qualifications","153","288","104","193","337"
201718,"West Sussex","LADU","1226","Level 2","96","208","166","248","508"
201718,"West Sussex","LADU","5309","Level 3","216","391","316","2699","1687"
201819,"West Sussex","LADU","8023","Total","494","953","591","3411","2574"
201819,"West Sussex","LADU","1220","All other qualifications","154","321","127","247","371"
201819,"West Sussex","LADU","1694","Level 2","128","254","179","562","571"
201819,"West Sussex","LADU","5109","Level 3","212","378","285","2602","1632"
201920,"West Sussex","LADU","7771","Total","485","966","572","3323","2425"
201920,"West Sussex","LADU","1304","All other qualifications","159","339","167","248","391"
201920,"West Sussex","LADU","1319","Level 2","110","236","151","347","475"
201920,"West Sussex","LADU","5148","Level 3","216","391","254","2728","1559"
201718,"Windsor and Maidenhead","LADU","1387","Total","78","153","106","625","425"
201718,"Windsor and Maidenhead","LADU","110","All other qualifications","12","20","17","26","35"
201718,"Windsor and Maidenhead","LADU","223","Level 2","21","50","33","35","84"
201718,"Windsor and Maidenhead","LADU","1054","Level 3","45","83","56","564","306"
201819,"Windsor and Maidenhead","LADU","1404","Total","102","133","110","599","460"
201819,"Windsor and Maidenhead","LADU","111","All other qualifications","18","28","14","22","29"
201819,"Windsor and Maidenhead","LADU","282","Level 2","23","40","36","36","147"
201819,"Windsor and Maidenhead","LADU","1011","Level 3","61","65","60","541","284"
201920,"Windsor and Maidenhead","LADU","1535","Total","81","148","103","714","489"
201920,"Windsor and Maidenhead","LADU","133","All other qualifications","19","26","24","20","44"
201920,"Windsor and Maidenhead","LADU","167","Level 2","18","34","17","25","73"
201920,"Windsor and Maidenhead","LADU","1235","Level 3","44","88","62","669","372"
201718,"Wokingham","LADU","933","Total","24","56","73","566","214"
201718,"Wokingham","LADU","5","All other qualifications","1","0","1","0","3"
201718,"Wokingham","LADU","11","Level 2","0","2","1","4","4"
201718,"Wokingham","LADU","917","Level 3","23","54","71","562","207"
201819,"Wokingham","LADU","906","Total","31","58","60","542","215"
201819,"Wokingham","LADU","10","All other qualifications","1","2","2","0","5"
201819,"Wokingham","LADU","33","Level 2","2","5","5","5","16"
201819,"Wokingham","LADU","863","Level 3","28","51","53","537","194"
201920,"Wokingham","LADU","990","Total","30","65","46","609","240"
201920,"Wokingham","LADU","22","All other qualifications","3","2","2","2","13"
201920,"Wokingham","LADU","11","Level 2","0","1","1","8","1"
201920,"Wokingham","LADU","957","Level 3","27","62","43","599","226"
201718,"Bath and North East Somerset","LADU","2348","Total","135","251","236","829","897"
201718,"Bath and North East Somerset","LADU","299","All other qualifications","48","64","37","40","110"
201718,"Bath and North East Somerset","LADU","452","Level 2","32","66","77","75","202"
201718,"Bath and North East Somerset","LADU","1597","Level 3","55","121","122","714","585"
201819,"Bath and North East Somerset","LADU","2134","Total","98","236","215","862","723"
201819,"Bath and North East Somerset","LADU","268","All other qualifications","41","71","45","29","82"
201819,"Bath and North East Somerset","LADU","387","Level 2","17","59","57","117","137"
201819,"Bath and North East Somerset","LADU","1479","Level 3","40","106","113","716","504"
201920,"Bath and North East Somerset","LADU","2159","Total","116","218","198","865","762"
201920,"Bath and North East Somerset","LADU","309","All other qualifications","47","60","36","52","114"
201920,"Bath and North East Somerset","LADU","301","Level 2","12","41","55","63","130"
201920,"Bath and North East Somerset","LADU","1549","Level 3","57","117","107","750","518"
201718,"Bournemouth","LADU","843","Total","40","81","50","452","220"
201718,"Bournemouth","LADU","29","All other qualifications","4","6","4","4","11"
201718,"Bournemouth","LADU","21","Level 2","2","7","2","2","8"
201718,"Bournemouth","LADU","793","Level 3","34","68","44","446","201"
201819,"Bournemouth","LADU","768","Total","53","98","32","373","212"
201819,"Bournemouth","LADU","30","All other qualifications","4","10","1","3","12"
201819,"Bournemouth","LADU","34","Level 2","3","9","1","6","15"
201819,"Bournemouth","LADU","704","Level 3","46","79","30","364","185"
201920,"Bournemouth, Christchurch and Poole","LADU","3667","Total","248","515","356","1475","1073"
201920,"Bournemouth, Christchurch and Poole","LADU","602","All other qualifications","75","160","89","108","170"
201920,"Bournemouth, Christchurch and Poole","LADU","609","Level 2","28","118","127","120","216"
201920,"Bournemouth, Christchurch and Poole","LADU","2456","Level 3","145","237","140","1247","687"
201718,"Bristol, City of","LADU","3337","Total","190","434","377","1223","1113"
201718,"Bristol, City of","LADU","692","All other qualifications","85","159","130","119","199"
201718,"Bristol, City of","LADU","432","Level 2","33","70","84","54","191"
201718,"Bristol, City of","LADU","2213","Level 3","72","205","163","1050","723"
201819,"Bristol, City of","LADU","3366","Total","212","516","343","1238","1057"
201819,"Bristol, City of","LADU","688","All other qualifications","82","180","118","126","182"
201819,"Bristol, City of","LADU","664","Level 2","47","149","86","143","239"
201819,"Bristol, City of","LADU","2014","Level 3","83","187","139","969","636"
201920,"Bristol, City of","LADU","3572","Total","179","498","322","1431","1142"
201920,"Bristol, City of","LADU","745","All other qualifications","90","189","103","147","216"
201920,"Bristol, City of","LADU","511","Level 2","18","95","95","103","200"
201920,"Bristol, City of","LADU","2316","Level 3","71","214","124","1181","726"
201718,"Cornwall","LADU","5799","Total","302","909","515","2314","1759"
201718,"Cornwall","LADU","864","All other qualifications","77","259","109","174","245"
201718,"Cornwall","LADU","1214","Level 2","84","209","197","320","404"
201718,"Cornwall","LADU","3721","Level 3","141","441","209","1820","1110"
201819,"Cornwall","LADU","5411","Total","271","878","506","2130","1626"
201819,"Cornwall","LADU","769","All other qualifications","79","258","87","156","189"
201819,"Cornwall","LADU","1289","Level 2","70","245","231","294","449"
201819,"Cornwall","LADU","3353","Level 3","122","375","188","1680","988"
201920,"Cornwall","LADU","5412","Total","295","934","482","1956","1745"
201920,"Cornwall","LADU","781","All other qualifications","90","255","98","109","229"
201920,"Cornwall","LADU","965","Level 2","53","226","171","154","361"
201920,"Cornwall","LADU","3666","Level 3","152","453","213","1693","1155"
201718,"Devon","LADU","6251","Total","279","768","707","2508","1989"
201718,"Devon","LADU","732","All other qualifications","74","218","134","113","193"
201718,"Devon","LADU","963","Level 2","55","155","211","191","351"
201718,"Devon","LADU","4556","Level 3","150","395","362","2204","1445"
201819,"Devon","LADU","6039","Total","261","787","661","2173","2157"
201819,"Devon","LADU","768","All other qualifications","72","237","117","100","242"
201819,"Devon","LADU","1129","Level 2","40","185","216","207","481"
201819,"Devon","LADU","4142","Level 3","149","365","328","1866","1434"
201920,"Devon","LADU","5945","Total","292","840","597","2233","1983"
201920,"Devon","LADU","796","All other qualifications","94","221","128","120","233"
201920,"Devon","LADU","821","Level 2","32","158","187","112","332"
201920,"Devon","LADU","4328","Level 3","166","461","282","2001","1418"
201718,"Dorset (E10000009)","LADU","3207","Total","173","364","273","1305","1092"
201718,"Dorset (E10000009)","LADU","231","All other qualifications","36","68","27","25","75"
201718,"Dorset (E10000009)","LADU","393","Level 2","23","81","79","48","162"
201718,"Dorset (E10000009)","LADU","2583","Level 3","114","215","167","1232","855"
201819,"Dorset (E10000009)","LADU","3079","Total","162","324","268","1251","1074"
201819,"Dorset (E10000009)","LADU","188","All other qualifications","17","57","23","28","63"
201819,"Dorset (E10000009)","LADU","565","Level 2","35","103","85","103","239"
201819,"Dorset (E10000009)","LADU","2326","Level 3","110","164","160","1120","772"
201920,"Dorset (E10000009)","LADU","1","Total","0","0","0","0","1"
201920,"Dorset (E10000009)","LADU","1","All other qualifications","0","0","0","0","1"
201920,"Dorset (E06000059)","LADU","2936","Total","171","363","230","1224","948"
201920,"Dorset (E06000059)","LADU","306","All other qualifications","32","81","24","74","95"
201920,"Dorset (E06000059)","LADU","426","Level 2","32","73","60","102","159"
201920,"Dorset (E06000059)","LADU","2204","Level 3","107","209","146","1048","694"
201718,"Gloucestershire","LADU","6494","Total","330","611","564","3009","1980"
201718,"Gloucestershire","LADU","594","All other qualifications","63","143","98","100","190"
201718,"Gloucestershire","LADU","739","Level 2","55","106","113","153","312"
201718,"Gloucestershire","LADU","5161","Level 3","212","362","353","2756","1478"
201819,"Gloucestershire","LADU","6451","Total","276","615","629","2958","1973"
201819,"Gloucestershire","LADU","624","All other qualifications","60","127","108","117","212"
201819,"Gloucestershire","LADU","800","Level 2","35","114","154","213","284"
201819,"Gloucestershire","LADU","5027","Level 3","181","374","367","2628","1477"
201920,"Gloucestershire","LADU","6198","Total","281","660","550","2811","1896"
201920,"Gloucestershire","LADU","656","All other qualifications","49","142","93","170","202"
201920,"Gloucestershire","LADU","652","Level 2","37","117","109","130","259"
201920,"Gloucestershire","LADU","4890","Level 3","195","401","348","2511","1435"
201718,"North Somerset","LADU","2456","Total","145","387","277","945","702"
201718,"North Somerset","LADU","541","All other qualifications","77","176","118","45","125"
201718,"North Somerset","LADU","432","Level 2","23","79","54","125","151"
201718,"North Somerset","LADU","1483","Level 3","45","132","105","775","426"
201819,"North Somerset","LADU","2443","Total","123","367","311","956","686"
201819,"North Somerset","LADU","553","All other qualifications","58","188","118","69","120"
201819,"North Somerset","LADU","586","Level 2","23","102","83","201","177"
201819,"North Somerset","LADU","1304","Level 3","42","77","110","686","389"
201920,"North Somerset","LADU","2333","Total","115","373","254","901","690"
201920,"North Somerset","LADU","522","All other qualifications","46","200","76","65","135"
201920,"North Somerset","LADU","456","Level 2","22","76","88","133","137"
201920,"North Somerset","LADU","1355","Level 3","47","97","90","703","418"
201718,"Plymouth","LADU","2689","Total","157","382","424","1060","666"
201718,"Plymouth","LADU","360","All other qualifications","43","120","69","57","71"
201718,"Plymouth","LADU","593","Level 2","57","118","135","105","178"
201718,"Plymouth","LADU","1736","Level 3","57","144","220","898","417"
201819,"Plymouth","LADU","2653","Total","112","399","428","1126","588"
201819,"Plymouth","LADU","350","All other qualifications","33","113","76","73","55"
201819,"Plymouth","LADU","731","Level 2","37","154","206","156","178"
201819,"Plymouth","LADU","1572","Level 3","42","132","146","897","355"
201920,"Plymouth","LADU","2616","Total","108","403","416","1037","652"
201920,"Plymouth","LADU","386","All other qualifications","38","130","76","64","78"
201920,"Plymouth","LADU","590","Level 2","22","122","163","130","153"
201920,"Plymouth","LADU","1640","Level 3","48","151","177","843","421"
201718,"Poole","LADU","2643","Total","216","388","363","793","883"
201718,"Poole","LADU","566","All other qualifications","67","162","106","54","177"
201718,"Poole","LADU","609","Level 2","53","81","165","52","258"
201718,"Poole","LADU","1468","Level 3","96","145","92","687","448"
201819,"Poole","LADU","2552","Total","180","401","277","874","820"
201819,"Poole","LADU","561","All other qualifications","64","156","65","98","178"
201819,"Poole","LADU","716","Level 2","35","130","145","136","270"
201819,"Poole","LADU","1275","Level 3","81","115","67","640","372"
201718,"Somerset","LADU","5057","Total","263","634","583","1855","1722"
201718,"Somerset","LADU","723","All other qualifications","86","198","123","93","223"
201718,"Somerset","LADU","858","Level 2","58","149","197","113","341"
201718,"Somerset","LADU","3476","Level 3","119","287","263","1649","1158"
201819,"Somerset","LADU","5626","Total","285","722","657","2044","1918"
201819,"Somerset","LADU","767","All other qualifications","74","217","121","131","224"
201819,"Somerset","LADU","1495","Level 2","93","244","275","300","583"
201819,"Somerset","LADU","3364","Level 3","118","261","261","1613","1111"
201920,"Somerset","LADU","5098","Total","310","698","631","1748","1711"
201920,"Somerset","LADU","871","All other qualifications","112","239","140","133","247"
201920,"Somerset","LADU","1031","Level 2","65","189","186","184","407"
201920,"Somerset","LADU","3196","Level 3","133","270","305","1431","1057"
