"time_period","area","geographic_level","Total Completed Key Stage 4","Cohort Group","Unknown","Not Recorded as a Sustained Destination","Sustained Apprenticeships","Sustained Education","Sustained Employment"
201819,"North of Tyne","LSIP","1762","Level 2","93","437","261","457","514"
201819,"North of Tyne","LSIP","5312","Level 3","164","455","478","3134","1081"
201819,"North of Tyne","LSIP","8875","Total","501","1527","972","3902","1973"
201920,"North of Tyne","LSIP","1761","All other qualifications","209","603","225","322","402"
201920,"North of Tyne","LSIP","1679","Level 2","86","411","236","507","439"
201920,"North of Tyne","LSIP","5836","Level 3","196","585","472","3394","1189"
201920,"North of Tyne","LSIP","9276","Total","491","1599","933","4223","2030"
201718,"Solent","LSIP","831","All other qualifications","119","262","124","129","197"
201718,"Solent","LSIP","927","Level 2","77","184","156","156","354"
201718,"Solent","LSIP","2646","Level 3","112","265","229","1241","799"
201718,"Solent","LSIP","4404","Total","308","711","509","1526","1350"
201819,"Solent","LSIP","829","All other qualifications","116","273","106","108","226"
201819,"Solent","LSIP","1118","Level 2","84","230","152","236","416"
201819,"Solent","LSIP","2505","Level 3","143","225","157","1238","742"
201819,"Solent","LSIP","4452","Total","343","728","415","1582","1384"
201920,"Solent","LSIP","904","All other qualifications","117","287","123","160","217"
201920,"Solent","LSIP","904","Level 2","63","209","162","183","287"
201920,"Solent","LSIP","2537","Level 3","130","282","188","1162","775"
201920,"Solent","LSIP","4345","Total","310","778","473","1505","1279"
201718,"South East Midlands","LSIP","1301","All other qualifications","183","309","172","267","370"
201718,"South East Midlands","LSIP","1451","Level 2","85","220","170","483","493"
201718,"South East Midlands","LSIP","6940","Level 3","238","477","520","3992","1713"
201718,"South East Midlands","LSIP","9692","Total","506","1006","862","4742","2576"
201819,"South East Midlands","LSIP","1508","All other qualifications","163","382","179","312","472"
201819,"South East Midlands","LSIP","1828","Level 2","89","281","187","654","617"
201819,"South East Midlands","LSIP","6580","Level 3","228","502","450","3755","1645"
201819,"South East Midlands","LSIP","9916","Total","480","1165","816","4721","2734"
201920,"South East Midlands","LSIP","1513","All other qualifications","167","429","150","315","452"
201920,"South East Midlands","LSIP","1866","Level 2","111","333","157","632","633"
201920,"South East Midlands","LSIP","7038","Level 3","216","599","391","4029","1803"
201920,"South East Midlands","LSIP","10417","Total","494","1361","698","4976","2888"
201718,"South Yorkshire","LSIP","2095","All other qualifications","292","621","386","310","486"
201718,"South Yorkshire","LSIP","2376","Level 2","165","482","420","525","784"
201718,"South Yorkshire","LSIP","8349","Level 3","325","705","754","4676","1889"
201718,"South Yorkshire","LSIP","12820","Total","782","1808","1560","5511","3159"
201819,"South Yorkshire","LSIP","2123","All other qualifications","246","665","332","330","550"
201819,"South Yorkshire","LSIP","3128","Level 2","156","691","427","758","1096"
201819,"South Yorkshire","LSIP","7449","Level 3","186","630","655","4325","1653"
201819,"South Yorkshire","LSIP","12700","Total","588","1986","1414","5413","3299"
201920,"South Yorkshire","LSIP","2241","All other qualifications","242","704","358","383","554"
201920,"South Yorkshire","LSIP","2029","Level 2","119","500","354","435","621"
201920,"South Yorkshire","LSIP","7856","Level 3","215","699","593","4709","1640"
201920,"South Yorkshire","LSIP","12126","Total","576","1903","1305","5527","2815"
201718,"Stoke-on-Trent and Staffordshire","LSIP","429","All other qualifications","56","159","38","79","97"
201718,"Stoke-on-Trent and Staffordshire","LSIP","333","Level 2","14","51","65","99","104"
201718,"Stoke-on-Trent and Staffordshire","LSIP","1173","Level 3","32","96","91","706","248"
201718,"Stoke-on-Trent and Staffordshire","LSIP","1935","Total","102","306","194","884","449"
201819,"Stoke-on-Trent and Staffordshire","LSIP","414","All other qualifications","48","141","60","61","104"
201819,"Stoke-on-Trent and Staffordshire","LSIP","403","Level 2","18","80","61","143","101"
201819,"Stoke-on-Trent and Staffordshire","LSIP","1124","Level 3","31","80","65","708","240"
201819,"Stoke-on-Trent and Staffordshire","LSIP","1941","Total","97","301","186","912","445"
201920,"Stoke-on-Trent and Staffordshire","LSIP","387","All other qualifications","40","135","49","71","92"
201920,"Stoke-on-Trent and Staffordshire","LSIP","371","Level 2","26","86","49","107","103"
201920,"Stoke-on-Trent and Staffordshire","LSIP","1240","Level 3","32","106","54","828","220"
201920,"Stoke-on-Trent and Staffordshire","LSIP","1998","Total","98","327","152","1006","415"
201718,"Swindon and Wiltshire","LSIP","1202","All other qualifications","147","299","147","179","430"
201718,"Swindon and Wiltshire","LSIP","1122","Level 2","55","150","184","267","466"
201718,"Swindon and Wiltshire","LSIP","4439","Level 3","141","354","324","2194","1426"
201718,"Swindon and Wiltshire","LSIP","6763","Total","343","803","655","2640","2322"
201819,"Swindon and Wiltshire","LSIP","1174","All other qualifications","93","309","178","202","392"
201819,"Swindon and Wiltshire","LSIP","1264","Level 2","65","173","208","328","490"
201819,"Swindon and Wiltshire","LSIP","3963","Level 3","104","328","268","1968","1295"
201819,"Swindon and Wiltshire","LSIP","6401","Total","262","810","654","2498","2177"
201920,"Swindon and Wiltshire","LSIP","1127","All other qualifications","122","287","135","189","394"
201920,"Swindon and Wiltshire","LSIP","1092","Level 2","52","204","133","291","412"
201920,"Swindon and Wiltshire","LSIP","3967","Level 3","127","342","218","2024","1256"
201920,"Swindon and Wiltshire","LSIP","6186","Total","301","833","486","2504","2062"
201718,"Tees Valley","LSIP","1050","All other qualifications","145","382","221","114","188"
201718,"Tees Valley","LSIP","1156","Level 2","80","268","218","302","288"
201718,"Tees Valley","LSIP","5301","Level 3","181","450","548","3179","943"
201718,"Tees Valley","LSIP","7507","Total","406","1100","987","3595","1419"
201819,"Tees Valley","LSIP","1119","All other qualifications","129","428","200","135","227"
201819,"Tees Valley","LSIP","1923","Level 2","73","449","303","639","459"
201819,"Tees Valley","LSIP","4563","Level 3","129","418","409","2810","797"
201819,"Tees Valley","LSIP","7605","Total","331","1295","912","3584","1483"
201920,"Tees Valley","LSIP","1281","All other qualifications","90","429","278","214","270"
201920,"Tees Valley","LSIP","1159","Level 2","37","312","219","361","230"
201920,"Tees Valley","LSIP","4656","Level 3","108","442","397","2930","779"
201920,"Tees Valley","LSIP","7096","Total","235","1183","894","3505","1279"
201718,"Thames Valley Berkshire","LSIP","731","All other qualifications","119","145","110","112","245"
201718,"Thames Valley Berkshire","LSIP","928","Level 2","75","160","157","203","333"
201718,"Thames Valley Berkshire","LSIP","5976","Level 3","185","405","406","3495","1485"
201718,"Thames Valley Berkshire","LSIP","7635","Total","379","710","673","3810","2063"
201819,"Thames Valley Berkshire","LSIP","774","All other qualifications","112","199","99","135","229"
201819,"Thames Valley Berkshire","LSIP","1084","Level 2","96","174","147","229","438"
201819,"Thames Valley Berkshire","LSIP","6171","Level 3","230","426","370","3661","1484"
201819,"Thames Valley Berkshire","LSIP","8029","Total","438","799","616","4025","2151"
201920,"Thames Valley Berkshire","LSIP","848","All other qualifications","121","208","107","157","255"
201920,"Thames Valley Berkshire","LSIP","806","Level 2","73","144","93","210","286"
201920,"Thames Valley Berkshire","LSIP","6345","Level 3","201","428","330","3747","1639"
201920,"Thames Valley Berkshire","LSIP","7999","Total","395","780","530","4114","2180"
201718,"The Marches","LSIP","659","All other qualifications","84","178","101","111","185"
201718,"The Marches","LSIP","955","Level 2","84","199","177","138","357"
201718,"The Marches","LSIP","4743","Level 3","193","362","366","2476","1346"
201718,"The Marches","LSIP","6357","Total","361","739","644","2725","1888"
201819,"The Marches","LSIP","793","All other qualifications","77","244","127","121","224"
201819,"The Marches","LSIP","1425","Level 2","102","294","245","218","566"
201819,"The Marches","LSIP","4450","Level 3","174","365","339","2256","1316"
201819,"The Marches","LSIP","6668","Total","353","903","711","2595","2106"
201920,"The Marches","LSIP","809","All other qualifications","72","215","144","138","240"
201920,"The Marches","LSIP","1054","Level 2","68","230","170","236","350"
201920,"The Marches","LSIP","4778","Level 3","174","423","338","2511","1332"
201920,"The Marches","LSIP","6641","Total","314","868","652","2885","1922"
201718,"West Midlands and Warwickshire","LSIP","4984","All other qualifications","785","1479","691","927","1102"
201718,"West Midlands and Warwickshire","LSIP","4715","Level 2","414","948","719","1398","1236"
201718,"West Midlands and Warwickshire","LSIP","22065","Level 3","1017","2038","1487","13602","3921"
201718,"West Midlands and Warwickshire","LSIP","31764","Total","2216","4465","2897","15927","6259"
201819,"West Midlands and Warwickshire","LSIP","4917","All other qualifications","717","1607","620","961","1012"
201819,"West Midlands and Warwickshire","LSIP","6290","Level 2","447","1305","785","2093","1660"
201819,"West Midlands and Warwickshire","LSIP","20348","Level 3","797","1930","1491","12796","3334"
201819,"West Midlands and Warwickshire","LSIP","31555","Total","1961","4842","2896","15850","6006"
201920,"West Midlands and Warwickshire","LSIP","5270","All other qualifications","804","1685","537","1149","1095"
201920,"West Midlands and Warwickshire","LSIP","5166","Level 2","309","1199","645","1777","1236"
201920,"West Midlands and Warwickshire","LSIP","22015","Level 3","817","2130","1265","14000","3803"
201920,"West Midlands and Warwickshire","LSIP","32451","Total","1930","5014","2447","16926","6134"
201718,"West of England and North Somerset","LSIP","1982","All other qualifications","257","496","369","271","589"
201718,"West of England and North Somerset","LSIP","1874","Level 2","121","299","312","383","759"
201718,"West of England and North Somerset","LSIP","7387","Level 3","227","609","611","3567","2373"
201718,"West of England and North Somerset","LSIP","11243","Total","605","1404","1292","4221","3721"
201819,"West of England and North Somerset","LSIP","1995","All other qualifications","226","569","344","318","538"
201819,"West of England and North Somerset","LSIP","2326","Level 2","127","406","332","662","799"
201819,"West of England and North Somerset","LSIP","6724","Level 3","265","506","565","3279","2109"
201819,"West of England and North Somerset","LSIP","11045","Total","618","1481","1241","4259","3446"
201920,"West of England and North Somerset","LSIP","2065","All other qualifications","224","573","295","353","620"
201920,"West of England and North Somerset","LSIP","1822","Level 2","92","311","321","430","668"
201920,"West of England and North Somerset","LSIP","7001","Level 3","247","562","474","3478","2240"
201920,"West of England and North Somerset","LSIP","10888","Total","563","1446","1090","4261","3528"
201718,"West Yorkshire","LSIP","3511","All other qualifications","498","1204","475","618","716"
201718,"West Yorkshire","LSIP","3470","Level 2","262","703","587","983","935"
201718,"West Yorkshire","LSIP","15933","Level 3","568","1346","1371","9661","2987"
201718,"West Yorkshire","LSIP","22914","Total","1328","3253","2433","11262","4638"
201819,"West Yorkshire","LSIP","3300","All other qualifications","483","1143","417","541","716"
201819,"West Yorkshire","LSIP","4296","Level 2","278","907","686","1266","1159"
201819,"West Yorkshire","LSIP","13938","Level 3","451","1161","1122","8524","2680"
201819,"West Yorkshire","LSIP","21534","Total","1212","3211","2225","10331","4555"
201920,"West Yorkshire","LSIP","3373","All other qualifications","428","1124","491","624","706"
201920,"West Yorkshire","LSIP","3617","Level 2","208","902","547","1021","939"
201920,"West Yorkshire","LSIP","14640","Level 3","509","1315","1104","8932","2780"
201920,"West Yorkshire","LSIP","21630","Total","1145","3341","2142","10577","4425"
201718,"York and North Yorkshire","LSIP","475","All other qualifications","53","145","84","56","137"
201718,"York and North Yorkshire","LSIP","682","Level 2","53","115","141","69","304"
201718,"York and North Yorkshire","LSIP","2671","Level 3","152","222","186","1257","854"
201718,"York and North Yorkshire","LSIP","3828","Total","258","482","411","1382","1295"
201819,"York and North Yorkshire","LSIP","423","All other qualifications","50","147","58","45","123"
201819,"York and North Yorkshire","LSIP","899","Level 2","56","166","129","144","404"
201819,"York and North Yorkshire","LSIP","2150","Level 3","124","180","152","1063","631"
201819,"York and North Yorkshire","LSIP","3472","Total","230","493","339","1252","1158"
201920,"York and North Yorkshire","LSIP","544","All other qualifications","55","178","92","53","166"
201920,"York and North Yorkshire","LSIP","647","Level 2","59","128","98","89","273"
