"subgroup","metric","breakdown","geogConcat","chartPeriod","value","timePeriod","latest","valueText"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-0.154969469898355,2035-01-01,1,"-0.15496946989835525"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,0.554746169165741,2035-01-01,1,"0.55474616916574071"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,0.0816739225084717,2035-01-01,1,"8.1673922508471719E-2"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-1.31992867300553,2035-01-01,1,"-1.3199286730055251"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,0.204295203019647,2035-01-01,1,"0.20429520301964699"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-1.51370656084642,2035-01-01,1,"-1.5137065608464155"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-1.63109891322615,2035-01-01,1,"-1.631098913226154"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,0.0195276167853153,2035-01-01,1,"1.9527616785315338E-2"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,1.5503235638118,2035-01-01,1,"1.5503235638118049"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-0.621939346968745,2035-01-01,1,"-0.62193934696874464"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-0.0734927602939337,2035-01-01,1,"-7.3492760293933701E-2"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-0.40738152784327,2035-01-01,1,"-0.40738152784327042"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,1.29985985297508,2035-01-01,1,"1.2998598529750778"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-0.947487978221541,2035-01-01,1,"-0.94748797822154085"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-1.29006433888855,2035-01-01,1,"-1.2900643388885467"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,3.63857635995562,2035-01-01,1,"3.6385763599556173"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Tees Valley MCA",2035,-4.42397554601985,2035-01-01,1,"-4.4239755460198502"
"All occupations","wfReplacement","Total","Tees Valley MCA",2035,12.9029999999999,2035-01-01,1,"12.902999999999906"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,3.18738274526386,2035-01-01,1,"3.1873827452638608"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,1.05334576608001,2035-01-01,1,"1.0533457660800067"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,0.965529210230379,2035-01-01,1,"0.96552921023037896"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,9.42683967056469,2035-01-01,1,"9.4268396705646893"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,2.05648193006804,2035-01-01,1,"2.0564819300680384"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,-4.2929618798628,2035-01-01,1,"-4.2929618798628013"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,18.0643371793906,2035-01-01,1,"18.064337179390591"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,37.5813485512068,2035-01-01,1,"37.581348551206844"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","West of England LEP",2035,4.89069682705905,2035-01-01,1,"4.8906968270590454"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,0.182927562216392,2035-01-01,1,"0.18292756221639195"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,4.70776926484265,2035-01-01,1,"4.7077692648426464"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,19.326168394696,2035-01-01,1,"19.326168394695998"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,5.70231481323853,2035-01-01,1,"5.7023148132385302"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,3.20838926538044,2035-01-01,1,"3.2083892653804398"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,9.34447607789189,2035-01-01,1,"9.3444760778918905"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,0.491691224145669,2035-01-01,1,"0.49169122414566857"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,13.7203822944236,2035-01-01,1,"13.720382294423644"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-1.18255026823504,2035-01-01,1,"-1.1825502682350431"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,1.53870618897956,2035-01-01,1,"1.5387061889795604"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,3.49610774007676,2035-01-01,1,"3.4961077400767593"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-0.953909248065827,2035-01-01,1,"-0.95390924806582689"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-3.33905263179699,2035-01-01,1,"-3.3390526317969869"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,0.796738711714634,2035-01-01,1,"0.79673871171463428"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-0.736513007237043,2035-01-01,1,"-0.73651300723704338"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,1.1708147808744,2035-01-01,1,"1.1708147808743981"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,0.825441444716045,2035-01-01,1,"0.82544144471604497"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,8.28503865566802,2035-01-01,1,"8.2850386556680249"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,1.31204359010847,2035-01-01,1,"1.3120435901084662"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-0.170242575211801,2035-01-01,1,"-0.17024257521180053"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-1.68391580222529,2035-01-01,1,"-1.6839158022252931"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,2.64944501245568,2035-01-01,1,"2.6494450124556774"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,0.2830592124281,2035-01-01,1,"0.28305921242809973"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,0.770286553651911,2035-01-01,1,"0.77028655365191057"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,11.3940653771469,2035-01-01,1,"11.394065377146859"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England LEP",2035,-8.206682631883,2035-01-01,1,"-8.2066826318829982"
"All occupations","wfReplacement","Total","West of England LEP",2035,72.9330000000006,2035-01-01,1,"72.933000000000561"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,2.41544205878933,2035-01-01,1,"2.4154420587893313"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,0.778024489376257,2035-01-01,1,"0.77802448937625712"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,0.71924120434592,2035-01-01,1,"0.71924120434591998"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,8.30450117022949,2035-01-01,1,"8.3045011702294858"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,1.44957190837963,2035-01-01,1,"1.4495719083796317"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,-3.99324103713427,2035-01-01,1,"-3.9932410371342684"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,15.3130309725562,2035-01-01,1,"15.313030972556248"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,32.2159698487682,2035-01-01,1,"32.215969848768196"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","West of England MCA",2035,3.99545938468924,2035-01-01,1,"3.9954593846892408"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.0524639191487211,2035-01-01,1,"5.2463919148721061E-2"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,3.94299546554051,2035-01-01,1,"3.9429954655405126"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,16.4183446104841,2035-01-01,1,"16.418344610484134"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,5.17327424865302,2035-01-01,1,"5.1732742486530228"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,2.70782612258223,2035-01-01,1,"2.7078261225822331"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,7.91652486704881,2035-01-01,1,"7.9165248670488069"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.382441483539381,2035-01-01,1,"0.38244148353938101"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,11.9063348034337,2035-01-01,1,"11.906334803433731"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-1.00937818773322,2035-01-01,1,"-1.00937818773322"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,1.15127023731248,2035-01-01,1,"1.1512702373124792"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,2.88236263600388,2035-01-01,1,"2.8823626360038759"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-1.08116223672064,2035-01-01,1,"-1.0811622367206439"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-2.91207880041363,2035-01-01,1,"-2.912078800413628"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.668436751553911,2035-01-01,1,"0.66843675155391136"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-0.727866073887412,2035-01-01,1,"-0.72786607388741231"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.807019705081775,2035-01-01,1,"0.80701970508177467"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.701981525631362,2035-01-01,1,"0.7019815256313624"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,7.37102083188284,2035-01-01,1,"7.3710208318828379"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,1.0763039962637,2035-01-01,1,"1.0763039962636984"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-0.142823657917057,2035-01-01,1,"-0.14282365791705709"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-1.46026369666522,2035-01-01,1,"-1.4602636966652227"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,2.17950490101115,2035-01-01,1,"2.179504901011148"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.225337106673292,2035-01-01,1,"0.2253371066732921"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,0.552687382702967,2035-01-01,1,"0.5526873827029668"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,9.36731476729742,2035-01-01,1,"9.3673147672974224"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","West of England MCA",2035,-6.95187270850809,2035-01-01,1,"-6.9518727085080911"
"All occupations","wfReplacement","Total","West of England MCA",2035,61.1980000000001,2035-01-01,1,"61.198000000000093"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,0.837535944669412,2035-01-01,1,"0.83753594466941195"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,1.01658213100684,2035-01-01,1,"1.0165821310068424"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,3.15400517170531,2035-01-01,1,"3.1540051717053075"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,13.1103075203608,2035-01-01,1,"13.110307520360777"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,-10.762453774419,2035-01-01,1,"-10.762453774418987"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,-7.48812758999199,2035-01-01,1,"-7.4881275899919899"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,30.2434334969259,2035-01-01,1,"30.243433496925917"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,54.2735199392153,2035-01-01,1,"54.273519939215305"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","West Midlands MCA",2035,5.53919716052707,2035-01-01,1,"5.5391971605270669"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-1.17891420255218,2035-01-01,1,"-1.1789142025521784"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,6.71811136307927,2035-01-01,1,"6.7181113630792666"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,29.859166575194,2035-01-01,1,"29.85916657519401"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,3.97271534275761,2035-01-01,1,"3.9727153427576098"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,6.59563496244715,2035-01-01,1,"6.59563496244715"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,13.8460030588165,2035-01-01,1,"13.846003058816507"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-0.272970408822882,2035-01-01,1,"-0.27297040882288215"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,27.2693114436209,2035-01-01,1,"27.269311443620904"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-0.947047683148362,2035-01-01,1,"-0.9470476831483623"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-1.33061932809466,2035-01-01,1,"-1.3306193280946559"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,5.52475947337092,2035-01-01,1,"5.5247594733709207"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,3.82787718663766,2035-01-01,1,"3.8278771866376644"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-11.3160047766297,2035-01-01,1,"-11.316004776629658"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,0.926748533241728,2035-01-01,1,"0.92674853324172801"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-4.65349034200687,2035-01-01,1,"-4.6534903420068687"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-7.01320179825284,2035-01-01,1,"-7.0132017982528367"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-0.0225101674010055,2035-01-01,1,"-2.2510167401005532E-2"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,15.0440956253564,2035-01-01,1,"15.044095625356434"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-1.72845066779128,2035-01-01,1,"-1.7284506677912752"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-0.205337437204387,2035-01-01,1,"-0.20533743720438724"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-4.5757798485151,2035-01-01,1,"-4.5757798485150971"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,7.7297850202204,2035-01-01,1,"7.729785020220401"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-0.695130958787821,2035-01-01,1,"-0.69513095878782138"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,1.71171308979466,2035-01-01,1,"1.7117130897946566"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,21.5457311734957,2035-01-01,1,"21.545731173495685"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","West Midlands MCA",2035,-20.7081952288263,2035-01-01,1,"-20.708195228826284"
"All occupations","wfReplacement","Total","West Midlands MCA",2035,89.9239999999995,2035-01-01,1,"89.923999999999523"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,0.139408248439103,2035-01-01,1,"0.13940824843910349"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,0.0307441793882575,2035-01-01,1,"3.0744179388257464E-2"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,0.554608681558179,2035-01-01,1,"0.55460868155817877"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,1.44615784254467,2035-01-01,1,"1.4461578425446682"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,-1.23510605057229,2035-01-01,1,"-1.2351060505722913"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,-0.554344793418622,2035-01-01,1,"-0.55434479341862186"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,3.74310957260589,2035-01-01,1,"3.7431095726058885"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,6.63334610371835,2035-01-01,1,"6.6333461037183525"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Worcestershire LEP",2035,0.933076215736381,2035-01-01,1,"0.93307621573638144"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.0325110342161921,2035-01-01,1,"3.2511034216192058E-2"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.900565181520188,2035-01-01,1,"0.90056518152018761"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,3.66241895404578,2035-01-01,1,"3.6624189540457817"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.561718694672729,2035-01-01,1,"0.56171869467272906"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.641217399750035,2035-01-01,1,"0.641217399750035"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,1.76799105524981,2035-01-01,1,"1.7679910552498139"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.0456780077698862,2035-01-01,1,"4.5678007769886175E-2"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,3.06007908443404,2035-01-01,1,"3.0600790844340402"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.079323989054167,2035-01-01,1,"-7.9323989054167043E-2"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.126621035447368,2035-01-01,1,"-0.12662103544736825"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.843297504903495,2035-01-01,1,"0.84329750490349475"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.611403051238408,2035-01-01,1,"0.61140305123840832"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-1.16574784465703,2035-01-01,1,"-1.1657478446570289"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.0267283729777366,2035-01-01,1,"2.6728372977736559E-2"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.439173274199777,2035-01-01,1,"-0.43917327419977692"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.870225843637688,2035-01-01,1,"-0.87022584363768818"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.0475646942874395,2035-01-01,1,"4.756469428743948E-2"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,1.7052734976295,2035-01-01,1,"1.7052734976295003"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.232436223096796,2035-01-01,1,"-0.23243622309679557"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.026679431988035,2035-01-01,1,"-2.6679431988035046E-2"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.286857662892672,2035-01-01,1,"-0.28685766289267178"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.84146634445085,2035-01-01,1,"0.84146634445084967"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-0.0613733444051121,2035-01-01,1,"-6.1373344405112107E-2"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,0.0921175237933713,2035-01-01,1,"9.2117523793371348E-2"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,2.4653051954263,2035-01-01,1,"2.4653051954263043"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LEP",2035,-2.3258969469872,2035-01-01,1,"-2.3258969469872017"
"All occupations","wfReplacement","Total","Worcestershire LEP",2035,11.6909999999999,2035-01-01,1,"11.690999999999946"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,0.304379707301862,2035-01-01,1,"0.30437970730186237"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,0.226458848289329,2035-01-01,1,"0.2264588482893295"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,1.00237664781815,2035-01-01,1,"1.0023766478181528"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,2.55891056202113,2035-01-01,1,"2.5589105620211257"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,-2.45655255191153,2035-01-01,1,"-2.4565525519115283"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,-0.801621933634713,2035-01-01,1,"-0.80162193363471346"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,6.25913207011314,2035-01-01,1,"6.2591320701131394"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,11.8090262017697,2035-01-01,1,"11.809026201769697"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Worcestershire LSIP",2035,1.44989044823276,2035-01-01,1,"1.449890448232761"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.104327051294838,2035-01-01,1,"-0.10432705129483821"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,1.5542174995276,2035-01-01,1,"1.554217499527601"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,6.67220337976617,2035-01-01,1,"6.6722033797661666"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,0.841045962766154,2035-01-01,1,"0.84104596276615418"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,1.18678288854926,2035-01-01,1,"1.1867828885492617"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,3.10899397068813,2035-01-01,1,"3.1089939706881253"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,0.0240268930913121,2035-01-01,1,"2.4026893091312118E-2"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,5.22693485155213,2035-01-01,1,"5.2269348515521283"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.166275156943109,2035-01-01,1,"-0.16627515694310935"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.225229679479211,2035-01-01,1,"-0.22522967947921124"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,1.39967516189202,2035-01-01,1,"1.39967516189202"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,1.34221835938195,2035-01-01,1,"1.3422183593819454"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-2.14384029301666,2035-01-01,1,"-2.1438402930166589"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,0.112787821259369,2035-01-01,1,"0.11278782125936937"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Worcestershire LSIP",2035,-0.942374961603569,2035-01-01,1,"-0.94237496160356926"
