"subgroup","metric","breakdown","geogConcat","chartPeriod","value","timePeriod","latest","valueText"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-1.40399000313801,2035-01-01,1,"-1.4039900031380084"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-0.496298566734481,2035-01-01,1,"-0.49629856673448103"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,2.23264594831102,2035-01-01,1,"2.2326459483110241"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,3.56840367707433,2035-01-01,1,"3.568403677074329"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-5.66173381384062,2035-01-01,1,"-5.6617338138406179"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,0.4850551389713,2035-01-01,1,"0.48505513897130026"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-2.07719991615079,2035-01-01,1,"-2.0771999161507928"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-1.35407497627181,2035-01-01,1,"-1.3540749762718143"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,0.557659144738334,2035-01-01,1,"0.55765914473833433"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,10.7382716794667,2035-01-01,1,"10.738271679466663"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-1.5064088341982,2035-01-01,1,"-1.5064088341981972"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-0.149380353706757,2035-01-01,1,"-0.14938035370675673"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-1.56770958562056,2035-01-01,1,"-1.5677095856205625"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,4.03019833314964,2035-01-01,1,"4.0301983331496398"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-0.975800985252341,2035-01-01,1,"-0.97580098525234149"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,0.894135413266554,2035-01-01,1,"0.89413541326655377"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,9.98529001505489,2035-01-01,1,"9.9852900150548916"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Liverpool City Region MCA",2035,-8.97757707554175,2035-01-01,1,"-8.9775770755417454"
"All occupations","wfReplacement","Total","Liverpool City Region MCA",2035,57.3750000000002,2035-01-01,1,"57.375000000000227"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,-2.03254548818933,2035-01-01,1,"-2.0325454881893279"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,0.424406611203771,2035-01-01,1,"0.42440661120377143"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,1.51638192382248,2035-01-01,1,"1.5163819238224789"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,5.21686696388753,2035-01-01,1,"5.2168669638875258"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,2.97720036328826,2035-01-01,1,"2.9772003632882615"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,-7.17368061970572,2035-01-01,1,"-7.1736806197057206"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,15.4759648327271,2035-01-01,1,"15.475964832727129"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,38.7624051597617,2035-01-01,1,"38.76240515976167"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP",2035,5.67100025320374,2035-01-01,1,"5.6710002532037436"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-0.425235275304942,2035-01-01,1,"-0.42523527530494221"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,6.09623552850869,2035-01-01,1,"6.0962355285086929"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,27.0128754502962,2035-01-01,1,"27.012875450296249"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,0.329657070250846,2035-01-01,1,"0.32965707025084612"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,1.17571220132699,2035-01-01,1,"1.1757122013269949"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,10.2441604378875,2035-01-01,1,"10.244160437887544"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,0.534640894782701,2035-01-01,1,"0.53464089478270083"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,11.1275101883756,2035-01-01,1,"11.127510188375592"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-0.731407243552358,2035-01-01,1,"-0.73140724355235776"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-0.0809074058140133,2035-01-01,1,"-8.0907405814013345E-2"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,4.6261283989352,2035-01-01,1,"4.6261283989352009"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-1.52718963408853,2035-01-01,1,"-1.5271896340885291"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-5.64649098561719,2035-01-01,1,"-5.646490985617195"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,1.43646892475211,2035-01-01,1,"1.4364689247521101"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-0.17447948481562,2035-01-01,1,"-0.17447948481562037"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-1.05613814138514,2035-01-01,1,"-1.0561381413851372"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,2.77134906473689,2035-01-01,1,"2.7713490647368939"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,6.3876070744716,2035-01-01,1,"6.3876070744716031"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-0.992630116101182,2035-01-01,1,"-0.99263011610118213"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-0.1781099944829,2035-01-01,1,"-0.17810999448289966"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-1.76078582553032,2035-01-01,1,"-1.7607858255303199"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,3.2771677493528,2035-01-01,1,"3.2771677493527971"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,0.295686716590556,2035-01-01,1,"0.29568671659055568"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,0.128719894613219,2035-01-01,1,"0.12871989461321931"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,9.41926193143372,2035-01-01,1,"9.4192619314337236"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP",2035,-11.4518074196231,2035-01-01,1,"-11.451807419623051"
"All occupations","wfReplacement","Total","Enterprise M3 LEP",2035,60.8379999999994,2035-01-01,1,"60.837999999999397"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-2.17638946455508,2035-01-01,1,"-2.1763894645550792"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,0.433533264471897,2035-01-01,1,"0.43353326447189744"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,1.18652918769907,2035-01-01,1,"1.1865291876990725"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,4.1901746674759,2035-01-01,1,"4.1901746674759011"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,2.62245085370932,2035-01-01,1,"2.6224508537093172"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-6.55276254432742,2035-01-01,1,"-6.5527625443274218"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,12.5781638423707,2035-01-01,1,"12.578163842370657"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,29.8199351017063,2035-01-01,1,"29.819935101706278"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,4.32436509144952,2035-01-01,1,"4.324365091449522"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-0.255665303213853,2035-01-01,1,"-0.25566530321385272"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,4.58003039466336,2035-01-01,1,"4.5800303946633605"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,20.7809986286011,2035-01-01,1,"20.780998628601054"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,0.137808007086033,2035-01-01,1,"0.1378080070860328"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,1.02684531506888,2035-01-01,1,"1.0268453150688757"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,7.8742831509503,2035-01-01,1,"7.8742831509503048"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,0.397484021162892,2035-01-01,1,"0.39748402116289228"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,9.34447939417569,2035-01-01,1,"9.3444793941756892"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-0.520872389175595,2035-01-01,1,"-0.52087238917559464"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-0.00124931706901421,2035-01-01,1,"-1.2493170690142108E-3"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,3.35832213327667,2035-01-01,1,"3.3583221332766726"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-1.80615614418695,2035-01-01,1,"-1.80615614418695"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-4.74660640014047,2035-01-01,1,"-4.7466064001404664"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,1.18519198805407,2035-01-01,1,"1.1851919880540711"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,0.200457904724075,2035-01-01,1,"0.20045790472407532"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-0.86649356064969,2035-01-01,1,"-0.86649356064969041"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,2.10329452158087,2035-01-01,1,"2.1032945215808656"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,5.11742887078909,2035-01-01,1,"5.1174288707890909"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-0.787771591941929,2035-01-01,1,"-0.78777159194192947"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-0.139482611371257,2035-01-01,1,"-0.1394826113712565"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-1.20496556258298,2035-01-01,1,"-1.2049655625829843"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,2.39149475028205,2035-01-01,1,"2.3914947502820549"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,0.344320113713836,2035-01-01,1,"0.34432011371383631"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,0.0892131507580594,2035-01-01,1,"8.9213150758059356E-2"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,7.10179911688189,2035-01-01,1,"7.1017991168818861"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Enterprise M3 LEP (including all of Surrey) LSIP",2035,-9.27818858143696,2035-01-01,1,"-9.2781885814369645"
"All occupations","wfReplacement","Total","Enterprise M3 LEP (including all of Surrey) LSIP",2035,46.4260000000002,2035-01-01,1,"46.426000000000158"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,1.61755415953225,2035-01-01,1,"1.6175541595322542"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,0.340544780651754,2035-01-01,1,"0.34054478065175431"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,1.06814388999698,2035-01-01,1,"1.0681438899969784"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,3.02973892996374,2035-01-01,1,"3.0297389299637416"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,-2.95596263647288,2035-01-01,1,"-2.9559626364728828"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,-1.04127262787605,2035-01-01,1,"-1.0412726278760474"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,7.64464091575142,2035-01-01,1,"7.6446409157514239"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,14.4033050230874,2035-01-01,1,"14.403305023087412"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","The Marches LEP",2035,2.25030756536508,2035-01-01,1,"2.2503075653650768"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,0.0399350440923705,2035-01-01,1,"3.9935044092370475E-2"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,2.2103725212727,2035-01-01,1,"2.2103725212727028"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,8.07062686109365,2035-01-01,1,"8.070626861093654"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,0.895599075260982,2035-01-01,1,"0.89559907526098215"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,1.58047569321804,2035-01-01,1,"1.5804756932180375"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,3.85660339351474,2035-01-01,1,"3.8566033935147424"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,0.108433320625707,2035-01-01,1,"0.1084333206257071"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,6.24660843756165,2035-01-01,1,"6.2466084375616511"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.150667891129206,2035-01-01,1,"-0.15066789112920631"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.356194504698681,2035-01-01,1,"-0.35619450469868053"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,1.79646155339195,2035-01-01,1,"1.7964615533919499"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,1.45564871843243,2035-01-01,1,"1.4556487184324283"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-2.49692134630848,2035-01-01,1,"-2.4969213463084765"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.102723080133446,2035-01-01,1,"-0.10272308013344578"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-1.0504125449274,2035-01-01,1,"-1.0504125449274007"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-2.05891777537335,2035-01-01,1,"-2.0589177753733541"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,0.256090763961319,2035-01-01,1,"0.25609076396131858"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,3.41266050321807,2035-01-01,1,"3.412660503218067"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.326748762650292,2035-01-01,1,"-0.32674876265029162"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.0561728106040348,2035-01-01,1,"-5.6172810604034784E-2"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.780885023955861,2035-01-01,1,"-0.7808850239558609"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,1.84902891395284,2035-01-01,1,"1.8490289139528411"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-0.267991597479782,2035-01-01,1,"-0.26799159747978152"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,0.608536378131538,2035-01-01,1,"0.6085363781315376"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,5.83647484683212,2035-01-01,1,"5.8364748468321155"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LEP",2035,-4.21892068729986,2035-01-01,1,"-4.2189206872998639"
"All occupations","wfReplacement","Total","The Marches LEP",2035,26.3569999999997,2035-01-01,1,"26.356999999999744"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,1.61755415953225,2035-01-01,1,"1.6175541595322542"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,0.340544780651754,2035-01-01,1,"0.34054478065175431"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,1.06814388999698,2035-01-01,1,"1.0681438899969784"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,3.02973892996374,2035-01-01,1,"3.0297389299637416"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,-2.95596263647288,2035-01-01,1,"-2.9559626364728828"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,-1.04127262787605,2035-01-01,1,"-1.0412726278760474"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,7.64464091575142,2035-01-01,1,"7.6446409157514239"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,14.4033050230874,2035-01-01,1,"14.403305023087412"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","The Marches LSIP",2035,2.25030756536508,2035-01-01,1,"2.2503075653650768"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,0.0399350440923705,2035-01-01,1,"3.9935044092370475E-2"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,2.2103725212727,2035-01-01,1,"2.2103725212727028"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,8.07062686109365,2035-01-01,1,"8.070626861093654"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,0.895599075260982,2035-01-01,1,"0.89559907526098215"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,1.58047569321804,2035-01-01,1,"1.5804756932180375"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,3.85660339351474,2035-01-01,1,"3.8566033935147424"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,0.108433320625707,2035-01-01,1,"0.1084333206257071"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,6.24660843756165,2035-01-01,1,"6.2466084375616511"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.150667891129206,2035-01-01,1,"-0.15066789112920631"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.356194504698681,2035-01-01,1,"-0.35619450469868053"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,1.79646155339195,2035-01-01,1,"1.7964615533919499"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,1.45564871843243,2035-01-01,1,"1.4556487184324283"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-2.49692134630848,2035-01-01,1,"-2.4969213463084765"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.102723080133446,2035-01-01,1,"-0.10272308013344578"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-1.0504125449274,2035-01-01,1,"-1.0504125449274007"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-2.05891777537335,2035-01-01,1,"-2.0589177753733541"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,0.256090763961319,2035-01-01,1,"0.25609076396131858"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,3.41266050321807,2035-01-01,1,"3.412660503218067"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.326748762650292,2035-01-01,1,"-0.32674876265029162"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.0561728106040348,2035-01-01,1,"-5.6172810604034784E-2"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.780885023955861,2035-01-01,1,"-0.7808850239558609"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,1.84902891395284,2035-01-01,1,"1.8490289139528411"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-0.267991597479782,2035-01-01,1,"-0.26799159747978152"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,0.608536378131538,2035-01-01,1,"0.6085363781315376"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,5.83647484683212,2035-01-01,1,"5.8364748468321155"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","The Marches LSIP",2035,-4.21892068729986,2035-01-01,1,"-4.2189206872998639"
"All occupations","wfReplacement","Total","The Marches LSIP",2035,26.3569999999997,2035-01-01,1,"26.356999999999744"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,-1.25605351653289,2035-01-01,1,"-1.2560535165328872"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,1.97188625704504,2035-01-01,1,"1.9718862570450426"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,0.910401897065732,2035-01-01,1,"0.91040189706573216"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,8.65032040170709,2035-01-01,1,"8.6503204017070914"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,-0.00996648834841096,2035-01-01,1,"-9.9664883484109623E-3"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,-5.71604479817125,2035-01-01,1,"-5.7160447981712537"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,16.4608183043953,2035-01-01,1,"16.460818304395346"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,34.1513973211401,2035-01-01,1,"34.151397321140109"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","New Anglia LEP",2035,4.98524062169886,2035-01-01,1,"4.9852406216988641"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,0.174661826307243,2035-01-01,1,"0.17466182630724347"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,4.81057879539163,2035-01-01,1,"4.8105787953916277"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,19.7867078835979,2035-01-01,1,"19.786707883597913"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","New Anglia LEP",2035,3.2001117194983,2035-01-01,1,"3.2001117194983024"
