"subgroup","STEM","pathway","SubjectHEFE","value","englandPer","ids","label","parents","colors","labelPer","idsPer"
"STEM SOC2010","STEM","Further Education","Construction, Planning and the Built Environment",0.0353835638809419,0.0200738043641291,"STEM - Further Education - Construction, Planning and the Built Environment","Construction, Planning and the Built Environment","STEM - Further Education","#C6DFF6","Construction, <br> Planning and the <br> Built Environment<br>4%","STEM - Further Education - Construction, Planning and the Built Environment<br>4%"
"STEM SOC2010","STEM","Further Education","Engineering and Manufacturing Technologies",0.0579141237880373,0.0257306735488676,"STEM - Further Education - Engineering and Manufacturing Technologies","Engineering and Manufacturing Technologies","STEM - Further Education","#C6DFF6","Engineering and <br> Manufacturing <br> Technologies<br>6%","STEM - Further Education - Engineering and Manufacturing Technologies<br>6%"
"STEM SOC2010","STEM","Higher Education","Biological sciences",0.0426250975316184,0.0398495725346394,"STEM - Higher Education - Biological sciences","Biological sciences","STEM - Higher Education","#C6DFF6","Biological sciences<br>4%","STEM - Higher Education - Biological sciences<br>4%"
"STEM SOC2010","STEM","Higher Education","Computer science",0.0492784172357271,0.0174406125710503,"STEM - Higher Education - Computer science","Computer science","STEM - Higher Education","#C6DFF6","Computer science<br>5%","STEM - Higher Education - Computer science<br>5%"
"STEM SOC2010","STEM","Higher Education","Engineering & technology",0.0663698882847137,0.0204116002668749,"STEM - Higher Education - Engineering & technology","Engineering & technology","STEM - Higher Education","#C6DFF6","Engineering & <br> technology<br>7%","STEM - Higher Education - Engineering & technology<br>7%"
"STEM SOC2010","STEM","Higher Education","Physical sciences",0.0388190962372453,0.0177797014724669,"STEM - Higher Education - Physical sciences","Physical sciences","STEM - Higher Education","#C6DFF6","Physical sciences<br>4%","STEM - Higher Education - Physical sciences<br>4%"
"Semiconductors SOC2010","Not STEM","Further Education","Arts, Media and Publishing",0.0280759923526345,0.0414729323658255,"Not STEM - Further Education - Arts, Media and Publishing","Arts, Media and Publishing","Not STEM - Further Education","#BFBFBF","Arts, Media and <br> Publishing<br>3%","Not STEM - Further Education - Arts, Media and Publishing<br>3%"
"Semiconductors SOC2010","Not STEM","Further Education","Leisure, Travel and Tourism",0.0254020883190502,0.0345877144438296,"Not STEM - Further Education - Leisure, Travel and Tourism","Leisure, Travel and Tourism","Not STEM - Further Education","#BFBFBF","Leisure, Travel and <br> Tourism<br>3%","Not STEM - Further Education - Leisure, Travel and Tourism<br>3%"
"Semiconductors SOC2010","Not STEM","Higher Education","Business & administrative studies",0.0275144725055818,0.0525235455057952,"Not STEM - Higher Education - Business & administrative studies","Business & administrative studies","Not STEM - Higher Education","#BFBFBF","Business & <br> administrative <br> studies<br>3%","Not STEM - Higher Education - Business & administrative studies<br>3%"
"Semiconductors SOC2010","Not STEM","Higher Education","Creative arts & design",0.041886706686097,0.0440951336702026,"Not STEM - Higher Education - Creative arts & design","Creative arts & design","Not STEM - Higher Education","#BFBFBF","Creative arts & <br> design<br>4%","Not STEM - Higher Education - Creative arts & design<br>4%"
"Semiconductors SOC2010","STEM","Apprenticeship","Engineering and Manufacturing Technologies",0.122999585544875,0.0287368954584715,"STEM - Apprenticeship - Engineering and Manufacturing Technologies","Engineering and Manufacturing Technologies","STEM - Apprenticeship","#C6DFF6","Engineering and <br> Manufacturing <br> Technologies<br>12%","STEM - Apprenticeship - Engineering and Manufacturing Technologies<br>12%"
"Semiconductors SOC2010","STEM","Further Education","Construction, Planning and the Built Environment",0.0254020883190502,0.0200738043641291,"STEM - Further Education - Construction, Planning and the Built Environment","Construction, Planning and the Built Environment","STEM - Further Education","#C6DFF6","Construction, <br> Planning and the <br> Built Environment<br>3%","STEM - Further Education - Construction, Planning and the Built Environment<br>3%"
"Semiconductors SOC2010","STEM","Further Education","Engineering and Manufacturing Technologies",0.0815540730243191,0.0257306735488676,"STEM - Further Education - Engineering and Manufacturing Technologies","Engineering and Manufacturing Technologies","STEM - Further Education","#C6DFF6","Engineering and <br> Manufacturing <br> Technologies<br>8%","STEM - Further Education - Engineering and Manufacturing Technologies<br>8%"
"Semiconductors SOC2010","STEM","Higher Education","Biological sciences",0.0546947070069655,0.0398495725346394,"STEM - Higher Education - Biological sciences","Biological sciences","STEM - Higher Education","#C6DFF6","Biological sciences<br>5%","STEM - Higher Education - Biological sciences<br>5%"
"Semiconductors SOC2010","STEM","Higher Education","Computer science",0.0327553244114069,0.0174406125710503,"STEM - Higher Education - Computer science","Computer science","STEM - Higher Education","#C6DFF6","Computer science<br>3%","STEM - Higher Education - Computer science<br>3%"
"Semiconductors SOC2010","STEM","Higher Education","Engineering & technology",0.177587336390497,0.0204116002668749,"STEM - Higher Education - Engineering & technology","Engineering & technology","STEM - Higher Education","#C6DFF6","Engineering & <br> technology<br>18%","STEM - Higher Education - Engineering & technology<br>18%"
"Semiconductors SOC2010","STEM","Higher Education","Physical sciences",0.0435578967070872,0.0177797014724669,"STEM - Higher Education - Physical sciences","Physical sciences","STEM - Higher Education","#C6DFF6","Physical sciences<br>4%","STEM - Higher Education - Physical sciences<br>4%"
